board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,up_left_arrow.started,box_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,842369,001,2023-09-28_14h39.38.309,WythoffsHumanExp,2023.1.3,None,
11.981178250047378,11.981178250047378,11.981178250047378,11.981178250047378,11.981178250047378,11.981178250047378,11.981178250047378,11.981178250047378,11.981178250047378,11.981178250047378,,,,,,,
