board_outline.started,box_1.started,text_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,623634,001,2023-09-27_13h25.53.656,WythoffsHumanExp,2023.1.3,None,
10.606839749962091,10.606839749962091,10.606839749962091,,,,,,,
