games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,board_outline.started,status_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,467477,001,2023-09-27_12h22.17.596,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,9.777334250044078,,467477,001,2023-09-27_12h22.17.596,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,467477,001,2023-09-27_12h22.17.596,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,467477,001,2023-09-27_12h22.17.596,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,467477,001,2023-09-27_12h22.17.596,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,3,0,3,0,,,467477,001,2023-09-27_12h22.17.596,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,35.80400683404878,467477,001,2023-09-27_12h22.17.596,WythoffsHumanExp,2023.1.3,None,
