games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,end_blue.started,end_red.started,feedback_win.started,feedback_lose.started,button_text.started,next_mouse.started,next_mouse.x,next_mouse.y,next_mouse.leftButton,next_mouse.midButton,next_mouse.rightButton,next_mouse.time,next_mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,7.996692499960773,7.996692499960773,7.996692499960773,10.981135291978717,12.271630999981426,,,,,,,,,,,,,,,,,741643,001,2023-09-26_13h09.51.427,WythoffsHumanExp,2023.1.3,59.83590005537273,
0,0,0,0,1,0,1,0,,,,15.087081625009887,16.369864624983165,13.262431957991794,13.262431957991794,14.086548874969594,,,,,,,,,,,,,,741643,001,2023-09-26_13h09.51.427,WythoffsHumanExp,2023.1.3,59.83590005537273,
0,0,0,0,2,0,2,0,,,,,,17.36459716700483,17.36459716700483,18.626104791997932,,,,,,,,,,,,,,741643,001,2023-09-26_13h09.51.427,WythoffsHumanExp,2023.1.3,59.83590005537273,
0,0,0,0,,,,,,,,,,,,,19.66794133296935,19.66794133296935,20.420337082992774,20.420337082992774,20.420337082992774,0.03964337502839044,[-0.19444444444444445],[0.01888888888888889],[1],[0],[0],[33.35830474999966],['button'],741643,001,2023-09-26_13h09.51.427,WythoffsHumanExp,2023.1.3,59.83590005537273,
1,0,1,0,0,0,0,0,53.822242541995365,53.822242541995365,53.822242541995365,59.36884825001471,60.60379979200661,56.85343129199464,56.85343129199464,58.33121520798886,,,,,,,,,,,,,,741643,001,2023-09-26_13h09.51.427,WythoffsHumanExp,2023.1.3,59.83590005537273,
1,0,1,0,1,0,1,0,,,,,,61.59175779198995,61.59175779198995,62.15497149998555,,,,,,,,,,,,,,741643,001,2023-09-26_13h09.51.427,WythoffsHumanExp,2023.1.3,59.83590005537273,
1,0,1,0,,,,,,,,,,,,,63.187349707994144,63.187349707994144,63.947738707996905,63.947738707996905,63.947738707996905,0.03230437496677041,[-0.017777777777777778],[0.006666666666666667],[1],[0],[0],[3.6641335830208845],['button'],741643,001,2023-09-26_13h09.51.427,WythoffsHumanExp,2023.1.3,59.83590005537273,
