games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,205693,001,2023-10-16_10h57.07.152,WythoffsHumanExp,2023.1.3,None,
,,,,,205693,001,2023-10-16_10h57.07.152,WythoffsHumanExp,2023.1.3,None,
,,,,14.219063208001899,205693,001,2023-10-16_10h57.07.152,WythoffsHumanExp,2023.1.3,None,
