trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.69984029198531,13.663605707988609,14.700943417003145,15.698771374998614,314439,001,2023-09-22_11h17.58.288,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,16.694925124989823,17.38427170799696,18.419338082981994,19.406363166985102,314439,001,2023-09-22_11h17.58.288,WythoffsHumanExp,2023.1.3,None,
,,,,20.399926374986535,25.058936499990523,,,,,,,,,
