board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,up_left_arrow.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,609092,001,2023-09-27_14h48.07.173,WythoffsHumanExp,2023.1.3,None,
9.839225834002718,9.839225834002718,9.839225834002718,9.839225834002718,9.839225834002718,9.839225834002718,9.839225834002718,9.839225834002718,9.839225834002718,,,,,,,
