games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,13.20129412499955,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,20.39901408398873,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,2,0,2,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,3,0,3,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,4,0,4,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,64.61148841699469,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,1,0,1,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,2,0,2,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,,,,,,100.72370254198904,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,1,0,1,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,,,,,,112.27266820898512,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,1,0,1,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,,,,,,121.14452191698365,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,1,0,1,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,2,0,2,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,3,0,3,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,,,,,,173.55202095900313,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,1,0,1,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,2,0,2,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,,,,,,192.8145726249786,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,,,,,,198.6196140839893,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,1,0,1,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,2,0,2,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,,,,,,366.4268823750026,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,0,0,0,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,1,0,1,0,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,,,,,,378.96785674997955,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,379.42465654198895,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,384.3644225419848,850305,001,2023-10-05_12h53.38.656,WythoffsHumanExp,2023.1.3,None,
