games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,board_outline.started,status_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,684519,001,2023-09-27_12h12.17.313,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,13.140930209017824,,684519,001,2023-09-27_12h12.17.313,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,684519,001,2023-09-27_12h12.17.313,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,24.645303625031374,,,,,,,
