games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
6,0,6,0,1,0,1,0,,0.04299870900103997,"[-0.31444444444444447, -0.31444444444444447, -0.31444444444444447, -0.31555555555555553, -0.32, -0.3277777777777778, -0.3377777777777778, -0.34444444444444444, -0.3522222222222222, -0.35777777777777775, -0.36444444444444446, -0.37, -0.3788888888888889, -0.38555555555555554, -0.3933333333333333, -0.3977777777777778, -0.4, -0.4]","[0.33111111111111113, 0.33111111111111113, 0.33111111111111113, 0.3322222222222222, 0.33444444444444443, 0.3377777777777778, 0.3422222222222222, 0.34555555555555556, 0.3522222222222222, 0.3566666666666667, 0.3622222222222222, 0.3688888888888889, 0.37666666666666665, 0.3811111111111111, 0.3877777777777778, 0.3933333333333333, 0.39444444444444443, 0.39444444444444443]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000421582999479142, 0.05019866700058628, 0.09990749999997206, 0.14972383299937064, 0.19972637499995471, 0.24978216700037592, 0.3000329579990648, 0.34973195800012036, 0.4003340830004163, 0.45012587500059453, 0.5004773330001626, 0.5503444579990173, 0.6004993329988793, 0.6499102079997101, 0.6996779999990395, 0.749430083000334, 0.799612791999607, 0.849414207999871]",,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,,,,,,,,,,,,,107.675735584,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,0,0,0,0,,0.012079291000191006,"[0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.014444444444444444, 0.04666666666666667, 0.06, 0.06222222222222222, 0.06222222222222222, 0.06222222222222222, 0.06222222222222222, 0.06222222222222222, 0.03222222222222222, -0.10888888888888888, -0.26555555555555554, -0.3233333333333333, -0.32666666666666666, -0.32666666666666666, -0.32666666666666666, -0.32666666666666666, -0.32666666666666666, -0.3111111111111111, -0.2722222222222222, -0.24666666666666667, -0.2288888888888889, -0.21666666666666667, -0.20777777777777778, -0.20333333333333334, -0.20222222222222222, -0.20444444444444446, -0.20777777777777778, -0.2088888888888889, -0.20777777777777778, -0.19555555555555557, -0.17444444444444446, -0.16555555555555557, -0.16444444444444445, -0.16444444444444445, -0.16444444444444445, -0.16444444444444445, -0.16444444444444445, -0.16444444444444445, -0.16444444444444445, -0.16444444444444445, -0.16444444444444445, -0.16444444444444445, -0.16, -0.15222222222222223, -0.14555555555555555, -0.14333333333333334, -0.14333333333333334, -0.14444444444444443, -0.16, -0.21555555555555556, -0.26, -0.2922222222222222, -0.3188888888888889, -0.33666666666666667, -0.34555555555555556, -0.35, -0.3522222222222222, -0.3522222222222222, -0.3522222222222222, -0.3522222222222222, -0.3522222222222222, -0.3511111111111111, -0.35, -0.3477777777777778, -0.35444444444444445, -0.3622222222222222, -0.37, -0.37777777777777777, -0.38222222222222224, -0.3844444444444444, -0.38555555555555554, -0.38666666666666666, -0.38666666666666666, -0.38666666666666666, -0.38666666666666666, -0.3844444444444444, -0.37666666666666665, -0.3655555555555556, -0.35777777777777775, -0.35444444444444445, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.3566666666666667, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.35777777777777775, -0.3522222222222222, -0.30444444444444446, -0.24333333333333335, -0.22333333333333333, -0.21666666666666667, -0.21555555555555556, -0.21555555555555556, -0.21555555555555556, -0.21555555555555556, -0.21555555555555556, -0.21555555555555556, -0.21555555555555556, -0.20777777777777778, -0.1988888888888889, -0.2011111111111111, -0.20222222222222222, -0.20222222222222222, -0.20222222222222222, -0.20222222222222222, -0.21888888888888888, -0.3611111111111111, -0.4766666666666667, -0.5055555555555555, -0.5077777777777778, -0.5055555555555555, -0.5033333333333333, -0.4866666666666667, -0.43555555555555553, -0.4022222222222222, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39, -0.38555555555555554, -0.38222222222222224, -0.38, -0.3688888888888889, -0.34, -0.3188888888888889, -0.30777777777777776, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30444444444444446, -0.30333333333333334, -0.29777777777777775, -0.2877777777777778, -0.28, -0.2733333333333333, -0.26555555555555554, -0.24888888888888888, -0.22111111111111112, -0.2011111111111111, -0.18666666666666668, -0.1711111111111111, -0.16333333333333333, -0.15777777777777777, -0.14888888888888888, -0.13777777777777778, -0.1288888888888889, -0.12666666666666668, -0.12555555555555556]","[-0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.013333333333333334, 0.07, 0.10888888888888888, 0.11333333333333333, 0.11333333333333333, 0.11333333333333333, 0.11333333333333333, 0.11333333333333333, 0.11555555555555555, 0.1388888888888889, 0.1711111111111111, 0.18777777777777777, 0.19, 0.19, 0.19, 0.19, 0.19, 0.20333333333333334, 0.23555555555555555, 0.25, 0.25666666666666665, 0.2611111111111111, 0.2677777777777778, 0.2733333333333333, 0.27444444444444444, 0.27555555555555555, 0.27666666666666667, 0.27666666666666667, 0.27666666666666667, 0.2777777777777778, 0.28444444444444444, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.28555555555555556, 0.2833333333333333, 0.2788888888888889, 0.27666666666666667, 0.27555555555555555, 0.2733333333333333, 0.2688888888888889, 0.2577777777777778, 0.25222222222222224, 0.2411111111111111, 0.22777777777777777, 0.21888888888888888, 0.21555555555555556, 0.21444444444444444, 0.21444444444444444, 0.21444444444444444, 0.21666666666666667, 0.21777777777777776, 0.22, 0.22111111111111112, 0.22333333333333333, 0.2511111111111111, 0.29333333333333333, 0.31666666666666665, 0.33, 0.3411111111111111, 0.3488888888888889, 0.35555555555555557, 0.36, 0.36333333333333334, 0.3655555555555556, 0.36666666666666664, 0.36666666666666664, 0.36666666666666664, 0.36333333333333334, 0.35555555555555557, 0.34444444444444444, 0.33555555555555555, 0.33, 0.32666666666666666, 0.30444444444444446, 0.28555555555555556, 0.28, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.2788888888888889, 0.26, 0.2011111111111111, 0.13666666666666666, 0.11, 0.09666666666666666, 0.09222222222222222, 0.09111111111111111, 0.09111111111111111, 0.09111111111111111, 0.09111111111111111, 0.09111111111111111, 0.09222222222222222, 0.24555555555555555, 0.4255555555555556, 0.4855555555555556, 0.49, 0.49, 0.49, 0.49, 0.4855555555555556, 0.4311111111111111, 0.39444444444444443, 0.3888888888888889, 0.3888888888888889, 0.3888888888888889, 0.39, 0.39666666666666667, 0.41333333333333333, 0.42, 0.4211111111111111, 0.4211111111111111, 0.4211111111111111, 0.4211111111111111, 0.4211111111111111, 0.4211111111111111, 0.41555555555555557, 0.39555555555555555, 0.3688888888888889, 0.3522222222222222, 0.34444444444444444, 0.3422222222222222, 0.34444444444444444, 0.34555555555555556, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3466666666666667, 0.3422222222222222, 0.3322222222222222, 0.31777777777777777, 0.3055555555555556, 0.2911111111111111, 0.2822222222222222, 0.2733333333333333, 0.2633333333333333, 0.2577777777777778, 0.25333333333333335, 0.2511111111111111, 0.2511111111111111, 0.2511111111111111, 0.2511111111111111, 0.2477777777777778, 0.24333333333333335, 0.2411111111111111, 0.2411111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019270799930382054, 0.04914841699974204, 0.0973677919992042, 0.14682387500033656, 0.1955727080003271, 0.24416779199964367, 0.2929513750004844, 0.34221770799922524, 0.39128154200079734, 0.4409659169996303, 0.49040758299997833, 0.5395105829993554, 0.5880675000007614, 0.6365887499996461, 0.6851409999999305, 0.7338990419993934, 0.7831383329994424, 0.8333452080005372, 0.8833303749997867, 0.933452417000808, 0.983670916999472, 1.0322880420008005, 1.0816433750005672, 1.1309108749992447, 1.1805845420003607, 1.2308178330004012, 1.2810377919995517, 1.3313527919999615, 1.3810044580004615, 1.430756042000212, 1.4807839580007567, 1.5306250419998833, 1.5807054169999901, 1.631514041999253, 1.681227625000247, 1.730870583000069, 1.7806874580001022, 1.8308183749995806, 1.8809565419996943, 1.932203042000765, 1.9821102080004493, 2.031809083000553, 2.0813183749996824, 2.1306384580002486, 2.1803804579994903, 2.2309468330004165, 2.2801689170009922, 2.3288699999993696, 2.3780350830002135, 2.4274882919999072, 2.476204291999238, 2.525251417000618, 2.5747363329992368, 2.624395374999949, 2.6738918329992885, 2.7237000830009492, 2.773075917000824, 2.8228472499995405, 2.872701667000001, 2.9223179170003277, 2.971995500000048, 3.0221381669998664, 3.071552082999915, 3.121518707999712, 3.171165249999831, 3.2214634169995406, 3.273142457999711, 3.325809375000972, 3.3787687080002797, 3.4313555419994373, 3.484578916999453, 3.5371555000001536, 3.5898895829996036, 3.639960874999815, 3.6900384580003447, 3.7398792500007403, 3.7897398749992135, 3.839296292000654, 3.889359458000399, 3.9391509580000275, 3.988763833000121, 4.038156874999913, 4.087927167000089, 4.1378953750008804, 4.187908957999753, 4.2378083750008955, 4.287653041999874, 4.3376525420007965, 4.3874013330005255, 4.4373243329991965, 4.487177749999319, 4.53724074999991, 4.587150291999933, 4.637127166999562, 4.686371957999654, 4.736067042000286, 4.785697749999599, 4.834620666999399, 4.8835181670001475, 4.932796749999397, 4.981939291999879, 5.031901166999887, 5.081627249999656, 5.131485292000434, 5.18133541700081, 5.230735041999651, 5.280477542000881, 5.3301621669997985, 5.379340792000221, 5.4291448750009295, 5.478964292000455, 5.528565082999194, 5.577376708000884, 5.6262600000009115, 5.674158542000441, 5.723182833000465, 5.772277833000771, 5.821268916999543, 5.870183625000209, 5.919381125000655, 5.96856624999964, 6.0179582920009125, 6.066763374999937, 6.116028374999587, 6.165154207999876, 6.214786417000141, 6.264744916999916, 6.314406749999762, 6.364457792000394, 6.414758208000421, 6.4641240000000835, 6.51369508300013, 6.563290416999735, 6.612551457999871, 6.6617995420001535, 6.711520332999498, 6.7618567919998895, 6.811657083000682, 6.861707292000574, 6.911158958000669, 6.960843958000623, 7.0105745420005405, 7.059720082999775, 7.108424833000754, 7.157524124999327, 7.206795250000141, 7.255998917000397, 7.305519457999253, 7.355148500000723, 7.404639791999216, 7.454459374999715, 7.503446958000495, 7.552221792000637, 7.601297375000286, 7.650741167000888, 7.700552374999461, 7.750268292000328, 7.800540292000733, 7.850197083000239, 7.900146166999548, 7.950366832999862, 8.000461583000288, 8.050432542000635, 8.099937832999785, 8.150267667000662, 8.200198667000222, 8.24974900000052, 8.299001249999492, 8.348624750000454, 8.398655458000576, 8.44890120799937, 8.499345666999943, 8.549762917000407, 8.600082541999654, 8.650469500000327, 8.700289166999937, 8.751105708000978, 8.801178792000428, 8.851155750000544, 8.900806749999902, 8.949600583000574, 8.99947958300072, 9.049632000000202, 9.100136667000697, 9.149594332999186, 9.198720417000004, 9.248359208000693, 9.29817304199969, 9.348286083000858, 9.398562791999211, 9.448501667000528, 9.498922999999195, 9.549270333000095, 9.599644375000935, 9.650345916999868, 9.70067758299956, 9.750439375000497, 9.800009750000754, 9.850016832999245, 9.900186541999574, 9.951418041999204, 10.001482666999436, 10.051172208000935, 10.100985875000333, 10.150679042000775, 10.200679292000132, 10.250708042000042, 10.300836166999943, 10.350563166999564]",,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,1,0,1,0,,0.029774958000416518,"[-0.1922222222222222, -0.19555555555555557, -0.21222222222222223, -0.21666666666666667, -0.21666666666666667, -0.21666666666666667, -0.21666666666666667, -0.21666666666666667, -0.21666666666666667, -0.2288888888888889, -0.24333333333333335, -0.25222222222222224, -0.25666666666666665, -0.2588888888888889, -0.26555555555555554, -0.27666666666666667, -0.29, -0.3011111111111111, -0.31, -0.31777777777777777, -0.3244444444444444, -0.3277777777777778, -0.3322222222222222, -0.33666666666666667, -0.3422222222222222, -0.34555555555555556, -0.34555555555555556]","[0.28444444444444444, 0.2877777777777778, 0.3022222222222222, 0.3055555555555556, 0.3055555555555556, 0.3055555555555556, 0.3055555555555556, 0.3055555555555556, 0.3055555555555556, 0.30333333333333334, 0.29777777777777775, 0.29444444444444445, 0.29333333333333333, 0.2911111111111111, 0.29, 0.2877777777777778, 0.2877777777777778, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667, 0.2866666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0004100419992028037, 0.05082600000059756, 0.10083695899993472, 0.15053454199914995, 0.19943979199888417, 0.24830108400055906, 0.29761949999920034, 0.34697541700006695, 0.39646470899970154, 0.446507083999677, 0.49605670900018595, 0.5455032089994347, 0.5956916249997448, 0.645775083999979, 0.6955537499998172, 0.7456320000001142, 0.7951931249990594, 0.845064958999501, 0.894694583999808, 0.9445062089998828, 0.9943714999990334, 1.0439841669995076, 1.0938520420004352, 1.143385291999948, 1.193441375000475, 1.2434159999993426, 1.293248959000266]",,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,2,0,2,0,,0.03303083300124854,"[-0.42333333333333334, -0.42333333333333334, -0.42333333333333334]","[0.4077777777777778, 0.4077777777777778, 0.4077777777777778]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0.0001927089997479925, 0.05063966700072342, 0.10146854199956579]",,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,,,,,,,,,,,,,132.13589537500047,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,0,0,0,0,,,[],[],[],[],[],[],,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,1,0,1,0,,0.03263837499980582,"[-0.5455555555555556, -0.5455555555555556, -0.5455555555555556, -0.5455555555555556, -0.5455555555555556, -0.5255555555555556, -0.4388888888888889, -0.39666666666666667, -0.38333333333333336, -0.38222222222222224, -0.38222222222222224, -0.38222222222222224, -0.38333333333333336, -0.39, -0.39666666666666667, -0.3988888888888889, -0.4]","[0.14777777777777779, 0.14777777777777779, 0.14777777777777779, 0.14777777777777779, 0.14777777777777779, 0.20555555555555555, 0.37555555555555553, 0.43666666666666665, 0.4488888888888889, 0.45, 0.45, 0.45, 0.4444444444444444, 0.43444444444444447, 0.42333333333333334, 0.41888888888888887, 0.4177777777777778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001947920009115478, 0.049991584000963485, 0.09960408400002052, 0.14954545900036464, 0.2003074590011238, 0.25025858400113066, 0.3007305000010092, 0.35075624999990396, 0.4004157090002991, 0.44963237500087416, 0.4993290000002162, 0.5499554590005573, 0.6006646250007179, 0.650570042000254, 0.6999682919995394, 0.7502545839997765, 0.8002730839998549]",,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,,,,,,,,,,,,,141.02047149999999,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,0,0,0,0,,0.01173170900074183,"[-0.15222222222222223, -0.1622222222222222, -0.2311111111111111, -0.28888888888888886, -0.3111111111111111, -0.31444444444444447, -0.31444444444444447, -0.31444444444444447, -0.31444444444444447, -0.3233333333333333, -0.34, -0.3488888888888889, -0.3488888888888889]","[0.058888888888888886, 0.07111111111111111, 0.17333333333333334, 0.25, 0.27111111111111114, 0.2722222222222222, 0.2722222222222222, 0.2722222222222222, 0.2722222222222222, 0.27666666666666667, 0.29, 0.3, 0.3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0004660829999920679, 0.04992237499936891, 0.09920704199976171, 0.1492145829997753, 0.19908283299992036, 0.2485687919997872, 0.29795349999949394, 0.347160041999814, 0.39696962499874644, 0.4469589170003019, 0.49797312500049884, 0.5480600829996547, 0.5981187500001397]",,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,1,0,1,0,,0.022463166998932138,"[-0.45111111111111113, -0.45, -0.43777777777777777, -0.42444444444444446, -0.4166666666666667, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445]","[0.37777777777777777, 0.3788888888888889, 0.3933333333333333, 0.4033333333333333, 0.4077777777777778, 0.41, 0.41, 0.41]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0004105000007257331, 0.05115783400106011, 0.1013321669997822, 0.15092125000046508, 0.20024670900056663, 0.2501362920011161, 0.30073716700098885, 0.35130525000022317]",,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,,,,,,,,,,,,,151.93569958400076,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,153.29897104200063,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,154.8558025000002,152185,001,2023-10-06_10h50.26.889,WythoffsHumanExp,2023.1.3,None,
