practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,euclid_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.720938291982748,,,,,,,,,,,,,,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017165666038636118,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016666666666666666, -0.04888888888888889, -0.06, -0.06111111111111111, -0.06111111111111111, -0.06111111111111111, -0.06111111111111111, -0.06777777777777778, -0.1288888888888889, -0.18444444444444444, -0.2011111111111111, -0.20222222222222222, -0.20222222222222222, -0.20222222222222222, -0.20222222222222222, -0.20222222222222222, -0.20222222222222222, -0.2, -0.19333333333333333, -0.19, -0.19, -0.19, -0.18888888888888888, -0.18888888888888888, -0.18888888888888888, -0.18888888888888888]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051111111111111114, 0.1388888888888889, 0.17777777777777778, 0.18333333333333332, 0.18333333333333332, 0.18333333333333332, 0.18333333333333332, 0.18333333333333332, 0.21888888888888888, 0.3011111111111111, 0.36, 0.37333333333333335, 0.37333333333333335, 0.37333333333333335, 0.37333333333333335, 0.37333333333333335, 0.37333333333333335, 0.3811111111111111, 0.3977777777777778, 0.4066666666666667, 0.4066666666666667, 0.4066666666666667, 0.40555555555555556, 0.40555555555555556, 0.40555555555555556, 0.40555555555555556]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017200002912431955, 0.050306041026487947, 0.09905225003603846, 0.14746441604802385, 0.19609254103852436, 0.24460500001441687, 0.2945542910019867, 0.3441270000184886, 0.3942057500244118, 0.4443085000384599, 0.49405608302913606, 0.5438007910270244, 0.6239668750204146, 0.6748012080206536, 0.7261401250143535, 0.7772574580158107, 0.827977916051168, 0.8782444160315208, 0.9273762080119923, 0.9773949580267072, 1.0274255830445327, 1.0770619160030037, 1.1265451660146937, 1.1768292910419405, 1.2262508330168203, 1.2765254160040058, 1.3268073750077747, 1.3762198330368847, 1.4262769580236636, 1.4764697910286486, 1.526079583039973, 1.5763904160121456, 1.6265245000249706]",65.34018545795698,53.1354234169703,,,,,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017066792002879083,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.005555555555555556, -0.06888888888888889, -0.18777777777777777, -0.22444444444444445, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.2688888888888889, -0.3488888888888889, -0.4, -0.41, -0.41, -0.41]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.11, 0.2611111111111111, 0.3288888888888889, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35777777777777775, 0.38666666666666666, 0.4122222222222222, 0.4211111111111111, 0.4211111111111111, 0.4211111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001765000051818788, 0.05015349999302998, 0.09904970799107105, 0.14795020798919722, 0.1972607919597067, 0.24643645796459168, 0.295668582955841, 0.3448056249762885, 0.39421633299207315, 0.44369558297330514, 0.4955138329532929, 0.546670957992319, 0.5983508749632165, 0.6504259170033038, 0.7026967499987222, 0.7548636669525877, 0.807111082947813, 0.8587167079676874, 0.9088564999983646, 0.9590500829508528]",79.70911195798544,,,,,,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4584849999519,,,,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017194499960169196,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022222222222222223, -0.15666666666666668, -0.23444444444444446, -0.24333333333333335, -0.24333333333333335, -0.24333333333333335, -0.24333333333333335, -0.24333333333333335, -0.2822222222222222, -0.35777777777777775, -0.39666666666666667, -0.4033333333333333, -0.40555555555555556, -0.40555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.16, 0.26222222222222225, 0.3011111111111111, 0.3011111111111111, 0.3011111111111111, 0.3011111111111111, 0.3011111111111111, 0.32666666666666666, 0.37555555555555553, 0.4033333333333333, 0.4111111111111111, 0.4122222222222222, 0.41333333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001848749816417694, 0.05091833299957216, 0.10036670800764114, 0.1489629169809632, 0.197504082985688, 0.24600995797663927, 0.29464475001441315, 0.34383416699711233, 0.3930941250291653, 0.44225308299064636, 0.4913836669875309, 0.541297041985672, 0.5906943749869242, 0.6402086250018328, 0.6897074169828556, 0.7388922080281191, 0.7881157500087284, 0.8369360829819925, 0.887362374982331, 0.9385389580274932, 0.9905467919888906, 1.042379999998957, 1.094034791982267, 1.1465272920322604, 1.1964663329999894]",127.55417149997083,,,82.19602541695349,104.52525070798583,128.94536158296978,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908923,2,2024-01-31_13h40.04.856,WythoffsHumanExp,2023.1.3,None,
