practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,euclid_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005581250297836959,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06444444444444444, -0.1388888888888889, -0.15666666666666668, -0.15666666666666668, -0.15666666666666668, -0.16444444444444445, -0.23555555555555555, -0.31666666666666665, -0.3188888888888889, -0.3188888888888889, -0.3188888888888889, -0.33111111111111113, -0.37, -0.39444444444444443, -0.4033333333333333, -0.40555555555555556, -0.4066666666666667, -0.4077777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044444444444444446, 0.058888888888888886, 0.06, 0.06, 0.06, 0.06444444444444444, 0.1711111111111111, 0.4011111111111111, 0.43333333333333335, 0.43333333333333335, 0.43333333333333335, 0.43444444444444447, 0.4388888888888889, 0.43777777777777777, 0.43222222222222223, 0.4288888888888889, 0.42444444444444446, 0.42444444444444446]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00047258398262783885, 0.05061470897635445, 0.09915245900629088, 0.14790983399143443, 0.19682820898015052, 0.24543825001455843, 0.2940182089805603, 0.34285399998771027, 0.3917178339906968, 0.44026850000955164, 0.4889313749736175, 0.5378582089906558, 0.586591666971799, 0.6352462499635294, 0.6831338339834474, 0.731043541978579, 0.7794578339671716, 0.8285816669813357, 0.8773200419964269, 0.9258581249741837, 0.9748092090012506, 1.0235418750089593, 1.073128624993842, 1.1215908749727532]",514.5650702079874,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005734169972129166,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05555555555555555, -0.08444444444444445, -0.09, -0.09, -0.09666666666666666, -0.09666666666666666, -0.09666666666666666, -0.09666666666666666, -0.09666666666666666, -0.19555555555555557, -0.4777777777777778, -0.5666666666666667, -0.5666666666666667, -0.5666666666666667, -0.5666666666666667, -0.5488888888888889, -0.5066666666666667, -0.4622222222222222, -0.44, -0.43222222222222223, -0.4288888888888889, -0.42444444444444446, -0.42333333333333334, -0.42333333333333334, -0.42333333333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.07444444444444444, 0.08555555555555555, 0.09111111111111111, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.10666666666666667, 0.17222222222222222, 0.3844444444444444, 0.47, 0.47555555555555556, 0.47555555555555556, 0.47555555555555556, 0.4622222222222222, 0.43333333333333335, 0.4111111111111111, 0.40444444444444444, 0.4033333333333333, 0.4033333333333333, 0.4, 0.4, 0.4, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00021645799279212952, 0.049389041028916836, 0.09799895802279934, 0.1468212910112925, 0.1963002079864964, 0.2451232909807004, 0.2940706249792129, 0.34377625002525747, 0.3926570829935372, 0.4413125410210341, 0.48990879103075713, 0.5373974579852074, 0.5852090829866938, 0.6332659579929896, 0.6821079580113292, 0.7308861659839749, 0.7799569159979001, 0.8289172910153866, 0.877506708027795, 0.926095916016493, 0.9751740409992635, 1.024564958002884, 1.0733177909860387, 1.1219055830151774, 1.1707310000201687, 1.2198407499818131, 1.2689130830112845, 1.3174179160268977, 1.3659240829874761, 1.4149057500180788, 1.4630612910259515]",527.0217132500256,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005872499896213412,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.03333333333333333, -0.2811111111111111, -0.5, -0.5322222222222223, -0.5322222222222223, -0.5322222222222223, -0.5322222222222223, -0.5222222222222223, -0.48, -0.43, -0.41333333333333333, -0.4111111111111111, -0.4111111111111111, -0.4111111111111111, -0.4111111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.012222222222222223, 0.1811111111111111, 0.43222222222222223, 0.49666666666666665, 0.49666666666666665, 0.49666666666666665, 0.49666666666666665, 0.4811111111111111, 0.44666666666666666, 0.4266666666666667, 0.42333333333333334, 0.4222222222222222, 0.4222222222222222, 0.4211111111111111, 0.4211111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00047262501902878284, 0.050396625010762364, 0.09958420798648149, 0.14831991703249514, 0.19712154200533405, 0.2459696670412086, 0.2941675829933956, 0.34266429202398285, 0.390776458021719, 0.43900783301796764, 0.4874643750372343, 0.5361477080150507, 0.5856096250354312, 0.6341562080197036, 0.6826185419922695, 0.7305662920116447, 0.7788344169966877, 0.8272010000073351, 0.8754791670362465, 0.9240472920355387, 0.9733552500256337, 1.0227647499996237, 1.0713460830156691, 1.1201468330109492, 1.1699404580285773, 1.2183417500345968]",546.1742467909935,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000578374951146543,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01888888888888889, -0.05, -0.05, -0.05, -0.05, -0.05, -0.12333333333333334, -0.2788888888888889, -0.3411111111111111, -0.35, -0.36666666666666664, -0.37666666666666665, -0.3877777777777778, -0.4, -0.40555555555555556, -0.40555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24888888888888888, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.36, 0.3977777777777778, 0.4088888888888889, 0.41333333333333333, 0.41333333333333333, 0.41333333333333333, 0.41444444444444445, 0.41333333333333333, 0.4122222222222222, 0.4122222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0004731660010293126, 0.05125108303036541, 0.10128979099681601, 0.15105029102414846, 0.19991399999707937, 0.24899566604290158, 0.2982506250264123, 0.3475493330042809, 0.39558995800325647, 0.44352725002681836, 0.49149420799221843, 0.5398986249929294, 0.5893040830269456, 0.6384010000037961, 0.7250639999983832, 0.7754872909863479, 0.8256487910402939, 0.8754538749926724, 0.9247812500107102, 0.9747206250322051, 1.0245002080337144, 1.0737048329901882]",571.3632321250043,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005612919921986759,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02, -0.02, -0.02, -0.02, -0.04555555555555556, -0.14444444444444443, -0.2966666666666667, -0.4222222222222222, -0.5144444444444445, -0.52, -0.5111111111111111, -0.5111111111111111, -0.5111111111111111, -0.5111111111111111, -0.5111111111111111, -0.49333333333333335, -0.45222222222222225, -0.41, -0.3933333333333333, -0.39, -0.39, -0.39]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022222222222222222, 0.0022222222222222222, 0.0022222222222222222, 0.0022222222222222222, -0.012222222222222223, -0.08222222222222222, -0.16666666666666666, -0.14222222222222222, 0.22444444444444445, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.47888888888888886, 0.44666666666666666, 0.42444444444444446, 0.4177777777777778, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0004669589689001441, 0.05076995899435133, 0.09975125000346452, 0.14899562497157604, 0.19757170899538323, 0.24688179197255522, 0.3155960839940235, 0.36472349998075515, 0.4136495839920826, 0.4630259170080535, 0.5129437919822522, 0.5629059170023538, 0.6121358340024017, 0.6609631669707596, 0.7093834999832325, 0.7586239170050249, 0.8073132919962518, 0.8555543749826029, 0.9040923749562353, 0.9522977499873377, 1.0016136249760166, 1.0508375419885851, 1.0996646669809707, 1.1487992499605753, 1.1976074170088395, 1.2463966669747606, 1.3066378340008669, 1.3567238749819808]",583.226722833002,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005883750272914767,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02666666666666667, -0.03111111111111111, -0.03111111111111111, -0.05555555555555555, -0.06666666666666667, -0.06666666666666667, -0.06666666666666667, -0.06666666666666667, -0.06666666666666667, -0.18666666666666668, -0.32555555555555554, -0.4022222222222222, -0.4066666666666667, -0.4066666666666667, -0.4066666666666667, -0.4066666666666667, -0.41, -0.41888888888888887, -0.42, -0.4177777777777778, -0.4177777777777778, -0.4177777777777778, -0.4177777777777778, -0.4177777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.03666666666666667, 0.04111111111111111, 0.08444444444444445, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.16777777777777778, 0.24666666666666667, 0.31222222222222223, 0.3211111111111111, 0.3211111111111111, 0.3211111111111111, 0.3211111111111111, 0.3377777777777778, 0.37444444444444447, 0.4, 0.4111111111111111, 0.41333333333333333, 0.4166666666666667, 0.4166666666666667, 0.4166666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00022312498185783625, 0.04951174999587238, 0.09801266697468236, 0.14709354197839275, 0.19614895799895748, 0.24504775000968948, 0.2942382920300588, 0.3429204170242883, 0.3914850000292063, 0.44042449997505173, 0.48878329200670123, 0.5364363749977201, 0.5840340830036439, 0.6317549999803305, 0.6799929580301978, 0.7285000000265427, 0.7766325420234352, 0.8252739169984125, 0.8736373329884373, 0.9218199999886565, 0.969653207983356, 1.0186470830230974, 1.068132832995616, 1.1173211670247838, 1.1663310829899274, 1.2153379999799654, 1.2643298750044778, 1.3129771249950863, 1.3617492080084048, 1.4102674170280807]",597.6694876659894,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000579165993258357,"[-0.6144444444444445, -0.6144444444444445, -0.6144444444444445, -0.6144444444444445, 0.0, 0.0, -0.03333333333333333, -0.06333333333333334, -0.14, -0.18222222222222223, -0.18777777777777777, -0.18777777777777777, -0.18777777777777777, -0.18777777777777777, -0.22777777777777777, -0.30777777777777776, -0.3522222222222222, -0.3611111111111111, -0.36666666666666664, -0.37555555555555553, -0.39555555555555555, -0.41444444444444445, -0.42444444444444446, -0.4255555555555556]","[0.5, 0.5, 0.5, 0.5, 0.0, 0.0, -0.057777777777777775, -0.03666666666666667, 0.3188888888888889, 0.5, 0.5, 0.5, 0.5, 0.5, 0.48333333333333334, 0.44, 0.4077777777777778, 0.4011111111111111, 0.40555555555555556, 0.4077777777777778, 0.4066666666666667, 0.4066666666666667, 0.4077777777777778, 0.4077777777777778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002500420087017119, 0.04944549995707348, 0.09768204198917374, 0.14649366697994992, 0.1956262500025332, 0.24440091697033495, 0.293842124985531, 0.3426124999532476, 0.39135679200990126, 0.440422874991782, 0.4886479589622468, 0.5366907920106314, 0.5846419999725185, 0.6330087920068763, 0.6818335420102812, 0.7310436670086347, 0.7800432089716196, 0.8289254169794731, 0.8777779589872807, 0.9273867089650594, 0.9759431249694899, 1.0247893749619834, 1.0748104589874856, 1.1233707089559175]",612.579150540987,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005895840004086494,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0033333333333333335, -0.042222222222222223, -0.06333333333333334, -0.06555555555555556, -0.06555555555555556, -0.06555555555555556, -0.06555555555555556, -0.16444444444444445, -0.28555555555555556, -0.31444444444444447, -0.31444444444444447, -0.31444444444444447, -0.31444444444444447, -0.32222222222222224, -0.3333333333333333, -0.34444444444444444, -0.3477777777777778, -0.3477777777777778, -0.3477777777777778, -0.3477777777777778, -0.3477777777777778, -0.3477777777777778, -0.3477777777777778, -0.3477777777777778, -0.3466666666666667, -0.3466666666666667, -0.3466666666666667, -0.3466666666666667, -0.3466666666666667, -0.34444444444444444, -0.34444444444444444, -0.34444444444444444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022222222222222222, -0.006666666666666667, -0.008888888888888889, 0.006666666666666667, 0.11777777777777777, 0.19111111111111112, 0.19666666666666666, 0.19666666666666666, 0.19666666666666666, 0.19666666666666666, 0.22555555555555556, 0.3, 0.3277777777777778, 0.3277777777777778, 0.3277777777777778, 0.3277777777777778, 0.32666666666666666, 0.3244444444444444, 0.32555555555555554, 0.33, 0.33, 0.33111111111111113, 0.33111111111111113, 0.33111111111111113, 0.33111111111111113, 0.33111111111111113, 0.33111111111111113, 0.33111111111111113, 0.33111111111111113, 0.33111111111111113, 0.33111111111111113, 0.3333333333333333, 0.3377777777777778, 0.3388888888888889, 0.3388888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00022908300161361694, 0.05023316596634686, 0.099128041008953, 0.14802529098233208, 0.19686058297520503, 0.24578391597606242, 0.29448237497126684, 0.3433719580061734, 0.3924949999782257, 0.4419075410114601, 0.4908005829784088, 0.539683207985945, 0.5875194999971427, 0.635159666009713, 0.6833441659691744, 0.7319146249792539, 0.7808835000032559, 0.8296717079938389, 0.8785277910064906, 0.9267501250142232, 0.9755653329775669, 1.0245908329961821, 1.073347500001546, 1.1224067909643054, 1.1714813750004396, 1.2202665410004556, 1.268674833001569, 1.3172567500150762, 1.365624082973227, 1.4139165409724228, 1.462531041004695, 1.510888040997088, 1.5596521659754217, 1.6091308749746531, 1.6580918330000713, 1.7064953749650158, 1.7548704160144553, 1.8039695409825072, 1.8527657910017297, 1.9018498749937862, 1.9510273750056513]",636.9438679580344,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005886249709874392,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.20666666666666667, -0.5144444444444445, -0.5533333333333333, -0.5533333333333333, -0.5533333333333333, -0.5433333333333333, -0.5033333333333333, -0.46444444444444444, -0.43, -0.4111111111111111, -0.4066666666666667, -0.40444444444444444, -0.4022222222222222, -0.4022222222222222, -0.4022222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1688888888888889, 0.5, 0.5, 0.5, 0.5, 0.4922222222222222, 0.4633333333333333, 0.43555555555555553, 0.4033333333333333, 0.38666666666666666, 0.3844444444444444, 0.3844444444444444, 0.3844444444444444, 0.3844444444444444, 0.3844444444444444]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00022916699526831508, 0.05053316702833399, 0.09889466699678451, 0.14717083401046693, 0.19595083402236924, 0.24419720901641995, 0.2925605420023203, 0.3407614590250887, 0.38882758404361084, 0.4368771250010468, 0.4848741670139134, 0.5326824170188047, 0.5806114590377547, 0.6284978340263478, 0.6764055420062505, 0.7245885000447743, 0.7727426250348799, 0.8211014590342529, 0.8691852090414613, 0.9169987090281211, 0.9652806670055725, 1.0135182500234805, 1.0619924170314334, 1.1107077090418898, 1.158879209018778, 1.206664917001035, 1.2550491250003688, 1.3034135840134695, 1.3514845420140773, 1.3996273340308107, 1.4476607090327889, 1.496621917001903, 1.545849125017412, 1.595392792019993, 1.6438215840025805, 1.6923851250321604, 1.7410468750167638, 1.7905645000282675, 1.8400110840448178, 1.8892490839934908, 1.9381718750228174, 1.98725641699275, 2.036412500019651, 2.085031541995704, 2.1337632500217296, 2.183577417046763, 2.232715000049211]",653.4850847910275,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046633500023745,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016666666666666666, -0.19444444444444445, -0.3988888888888889, -0.43444444444444447, -0.43444444444444447, -0.43444444444444447, -0.43444444444444447, -0.43444444444444447, -0.4266666666666667, -0.42, -0.42, -0.42, -0.4211111111111111, -0.4211111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.008888888888888889, 0.058888888888888886, 0.2877777777777778, 0.36, 0.36, 0.36, 0.36, 0.3611111111111111, 0.39444444444444443, 0.41555555555555557, 0.4166666666666667, 0.4166666666666667, 0.41333333333333333, 0.4122222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0005053749773651361, 0.049559707986190915, 0.09825216699391603, 0.14669587498065084, 0.19481870799791068, 0.24288058298407122, 0.29202866699779406, 0.34122333297273144, 0.3900768329622224, 0.4391526670078747, 0.48799691698513925, 0.5362212499603629, 0.5843507919926196, 0.6327880419557914, 0.6818719999864697, 0.7305589579627849, 0.7792497079935856, 0.8283721669577062, 0.877054666983895, 0.9269628329784609, 0.9753455829923041]",660.8411934580072,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005902920383960009,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05333333333333334, -0.23555555555555555, -0.42333333333333334, -0.4411111111111111, -0.4411111111111111, -0.4411111111111111, -0.4411111111111111, -0.4388888888888889, -0.43555555555555553, -0.43333333333333335, -0.4311111111111111, -0.43, -0.43]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.18666666666666668, 0.39222222222222225, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4166666666666667, 0.4211111111111111, 0.4222222222222222, 0.4177777777777778, 0.41333333333333333, 0.41333333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00023445900296792388, 0.057551459001842886, 0.106113167013973, 0.15497966698603705, 0.20320950000314042, 0.2516251250053756, 0.29998349997913465, 0.34800483396975324, 0.39656258397735655, 0.4456581670092419, 0.49438950000330806, 0.543546458997298, 0.5917094590258785, 0.6396397919743322, 0.6874788340064697, 0.7362855420215055, 0.7857039999798872, 0.8350877499906346, 0.8841329999850132, 0.9331416669883765, 0.9828163749771193, 1.0314200000138953]",674.3298301660107,,,,,,,,2,2,2024-01-22_09h01.29.626,WythoffsHumanExp,2023.1.3,None,
