games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,342256,001,2023-09-29_15h38.19.072,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,342256,001,2023-09-29_15h38.19.072,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,14.47298637500353,342256,001,2023-09-29_15h38.19.072,WythoffsHumanExp,2023.1.3,None,
