trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.320162707997952,10.210316958022304,11.23160837503383,12.249841292039491,420934,001,2023-08-29_15h09.59.718,WythoffsHumanExp,2023.1.3,None,
,,,,13.210517375031486,15.352294750045985,,,,,,,,,
