games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,end_blue.started,end_red.started,feedback_win.started,feedback_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,7.4673919169581495,7.4673919169581495,7.4673919169581495,10.476634082966484,10.476634082966484,11.227638791955542,12.233563249988947,13.49856841698056,,,,,857294,001,2023-09-25_14h57.48.050,WythoffsHumanExp,2023.1.3,60.108330100643315,
0,0,0,0,,,,,,,,,,,,,14.504138207994401,14.504138207994401,15.214006458001677,15.214006458001677,857294,001,2023-09-25_14h57.48.050,WythoffsHumanExp,2023.1.3,60.108330100643315,
1,0,1,0,0,0,0,0,17.255916874972172,17.255916874972172,17.255916874972172,,,,20.2482952499995,21.51896441698773,,,,,857294,001,2023-09-25_14h57.48.050,WythoffsHumanExp,2023.1.3,60.108330100643315,
1,0,1,0,1,0,1,0,,,,22.516746999986935,22.516746999986935,26.804139749961905,,,,,,,857294,001,2023-09-25_14h57.48.050,WythoffsHumanExp,2023.1.3,60.108330100643315,
1,0,1,0,,,,,,,,,,,,,27.80632104194956,27.80632104194956,28.555006749986205,28.555006749986205,857294,001,2023-09-25_14h57.48.050,WythoffsHumanExp,2023.1.3,60.108330100643315,
