games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,738254,001,2023-10-06_12h27.33.077,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,738254,001,2023-10-06_12h27.33.077,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.158613708999837,,,,,,,738254,001,2023-10-06_12h27.33.077,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,[],[],[],[],[],[],738254,001,2023-10-06_12h27.33.077,WythoffsHumanExp,2023.1.3,None,
