games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,9.746652583999094,,,,,,,,,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,0.03572516600252129,"[-0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111]","[0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.00017124999430961907, 0.04941362500539981, 0.09827987500466406, 0.14809595899714623, 0.19831649999832734, 0.24735966700245626]",,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,0.04686441700323485,"[-0.4077777777777778, -0.4077777777777778, -0.4077777777777778]","[0.41333333333333333, 0.41333333333333333, 0.41333333333333333]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.000167042002431117, 0.05122866699821316, 0.10110675000760239]",,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,19.268648124998435,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,,[],[],[],[],[],[],,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,,,,,0.0038690419896738604,"[-0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.03333333333333333, -0.044444444444444446, -0.052222222222222225, -0.056666666666666664, -0.058888888888888886, -0.058888888888888886, -0.05555555555555555, -0.04555555555555556, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.042222222222222223, -0.042222222222222223, -0.043333333333333335, -0.044444444444444446, -0.04888888888888889, -0.05444444444444444, -0.07, -0.08333333333333333, -0.09333333333333334, -0.11, -0.13, -0.1622222222222222, -0.20222222222222222, -0.23444444444444446, -0.2588888888888889, -0.2733333333333333, -0.2833333333333333, -0.29333333333333333, -0.3022222222222222, -0.3088888888888889, -0.31444444444444447, -0.31777777777777777, -0.32, -0.32222222222222224, -0.32222222222222224, -0.3211111111111111, -0.31777777777777777, -0.31, -0.3, -0.2922222222222222, -0.2877777777777778, -0.28444444444444444, -0.2833333333333333, -0.2822222222222222, -0.2822222222222222, -0.2922222222222222, -0.3055555555555556, -0.31333333333333335, -0.31444444444444447, -0.31444444444444447, -0.31444444444444447, -0.31444444444444447, -0.31555555555555553, -0.33, -0.3477777777777778, -0.35333333333333333, -0.35555555555555557, -0.3566666666666667, -0.35777777777777775, -0.35888888888888887, -0.36, -0.36, -0.36, -0.36, -0.36, -0.3711111111111111, -0.40555555555555556, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.41333333333333333, -0.4, -0.3877777777777778, -0.38222222222222224, -0.38, -0.3788888888888889, -0.37666666666666665, -0.3611111111111111, -0.35444444444444445, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.3522222222222222, -0.3477777777777778, -0.3333333333333333, -0.3111111111111111, -0.28555555555555556, -0.26666666666666666, -0.25555555555555554, -0.2511111111111111, -0.24888888888888888, -0.2477777777777778, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.24555555555555555, -0.23777777777777778, -0.21888888888888888, -0.19777777777777777, -0.18444444444444444, -0.18, -0.17555555555555555, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334, -0.17333333333333334]","[-0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.02, -0.03, -0.03777777777777778, -0.04111111111111111, -0.043333333333333335, -0.044444444444444446, -0.044444444444444446, -0.04666666666666667, -0.04777777777777778, -0.04777777777777778, -0.04777777777777778, -0.04777777777777778, -0.04777777777777778, -0.04777777777777778, -0.04777777777777778, -0.04777777777777778, -0.04888888888888889, -0.04888888888888889, -0.05, -0.05, -0.051111111111111114, -0.05333333333333334, -0.057777777777777775, -0.06, -0.06, -0.05555555555555555, -0.043333333333333335, -0.016666666666666666, 0.016666666666666666, 0.043333333333333335, 0.06555555555555556, 0.08666666666666667, 0.1, 0.11222222222222222, 0.12111111111111111, 0.13, 0.13666666666666666, 0.14, 0.14333333333333334, 0.14666666666666667, 0.14666666666666667, 0.14555555555555555, 0.14222222222222222, 0.13444444444444445, 0.12555555555555556, 0.11888888888888889, 0.11222222222222222, 0.11, 0.10888888888888888, 0.10888888888888888, 0.11, 0.12333333333333334, 0.15333333333333332, 0.17666666666666667, 0.1811111111111111, 0.1811111111111111, 0.1811111111111111, 0.1811111111111111, 0.18444444444444444, 0.21555555555555556, 0.2611111111111111, 0.28444444444444444, 0.29888888888888887, 0.30666666666666664, 0.31444444444444447, 0.3211111111111111, 0.32666666666666666, 0.32666666666666666, 0.32666666666666666, 0.32666666666666666, 0.32666666666666666, 0.3433333333333333, 0.39, 0.4022222222222222, 0.3988888888888889, 0.36444444444444446, 0.3111111111111111, 0.29555555555555557, 0.2911111111111111, 0.29, 0.28888888888888886, 0.28888888888888886, 0.28888888888888886, 0.28888888888888886, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.2866666666666667, 0.2788888888888889, 0.26222222222222225, 0.2411111111111111, 0.22111111111111112, 0.2011111111111111, 0.18222222222222223, 0.1688888888888889, 0.15666666666666668, 0.14555555555555555, 0.13777777777777778, 0.13444444444444445, 0.13111111111111112, 0.1288888888888889, 0.12777777777777777, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.12666666666666668, 0.11555555555555555, 0.08666666666666667, 0.057777777777777775, 0.03333333333333333, 0.02, 0.015555555555555555, 0.012222222222222223, 0.01, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018158300372306257, 0.05059633299242705, 0.10129795799730346, 0.15091429099265952, 0.2013908749941038, 0.25182308300281875, 0.3024144999944838, 0.35231870799907483, 0.4020004579942906, 0.45214745799603406, 0.5021570829994744, 0.5521725830039941, 0.6026767080038553, 0.6525547909986926, 0.7027395000040997, 0.7519035000004806, 0.8015514580038143, 0.8515154159977101, 0.9017366250045598, 0.952031665990944, 1.002867540999432, 1.053360582998721, 1.102879333004239, 1.15259858299396, 1.2029420409962768, 1.2524288749991683, 1.3021241660026135, 1.3524444159993436, 1.4021760000032373, 1.4524795829929644, 1.5021588749950752, 1.552868832994136, 1.6038360410020687, 1.6535021250019781, 1.7029117079946445, 1.7524341660027858, 1.8020352500025183, 1.8536269159958465, 1.9035354160005227, 1.9531640409986721, 2.002959165998618, 2.052770207999856, 2.103068083000835, 2.1531860410032095, 2.2031294159969548, 2.2523781249910826, 2.302454165997915, 2.3521695410017855, 2.4017862909968244, 2.4524075410008663, 2.5023307079973165, 2.551960374999908, 2.6024382909963606, 2.6523724580038106, 2.702106625001761, 2.7526395000022603, 2.802468374997261, 2.852060374993016, 2.9017217499931576, 2.9516496659925906, 3.0016109999996843, 3.051833791003446, 3.10189658300078, 3.1522329159924993, 3.202559540994116, 3.2524172909907065, 3.3023615409911145, 3.3524228329915786, 3.401992707993486, 3.4523104160034563, 3.5026205409958493, 3.5524221660016337, 3.6018536249903264, 3.651829624999664, 3.701631082993117, 3.7516997909988277, 3.8018970409902977, 3.8525173329981044, 3.9030035409959964, 3.952767082999344, 4.00246987499122, 4.051966874991194, 4.102498833002755, 4.152208375002374, 4.202687415992841, 4.2529053750040475, 4.3026582909951685, 4.352389332998428, 4.402168250002433, 4.4521970829955535, 4.502165957994293, 4.552309749997221, 4.601666540998849, 4.651142290997086, 4.70097233299748, 4.750897541001905, 4.800835082991398, 4.851278499991167, 4.902142291000928, 4.951907915994525, 5.001701874993159, 5.05122929099889, 5.101000957991346, 5.151288332999684, 5.202726125004119, 5.252722165998421, 5.302582791002351, 5.3519329160044435, 5.402029082993977, 5.452737165993312, 5.5021989999950165, 5.55214270799479, 5.602436165994732, 5.651828874993953, 5.701833749990328, 5.752597083002911, 5.801871415998903, 5.851883374998579, 5.902444416002254, 5.9517302500025835, 6.002342708001379, 6.05254641600186, 6.101370124990353, 6.150731582994922, 6.200000249998993, 6.249381916000857, 6.298885208001593, 6.348044999991544, 6.396941750004771, 6.4459690829971805, 6.494561999992584, 6.543096915993374, 6.591623874992365, 6.640173332998529, 6.688806915990426, 6.737442707992159, 6.786261290995753, 6.8346877500007395, 6.884432958002435, 6.934264166004141, 6.983750165993115, 7.032996540991007, 7.082165083003929, 7.130947165991529, 7.179528958004084, 7.228010749997338, 7.276450791003299, 7.3253879160038196, 7.374226749991067, 7.422562124993419, 7.471086082994589, 7.519809958001133, 7.568311082999571, 7.617577707991586, 7.667292625003029, 7.718312832992524, 7.768736500001978, 7.8186632500001, 7.868771665991517, 7.91832116599835, 7.96790783299366, 8.01786679099314, 8.067426124995109, 8.117300665995572, 8.167234915992594, 8.217045665995101, 8.26698270799534, 8.316110749990912, 8.36560062499484, 8.415472124994267, 8.464681915997062, 8.514271624997491, 8.563194582995493, 8.612361124993186, 8.661212291000993, 8.710740540991537, 8.760543290991336, 8.810403458002838, 8.860684915998718, 8.91074666599161, 8.961248374995193, 9.011430707992986, 9.061002250004094, 9.110861291002948, 9.161130790991592, 9.210787624993827, 9.260135666001588, 9.30941499999608, 9.358146540995222, 9.407012665993534, 9.456227415998, 9.505480207997607, 9.554592957996647, 9.603786499996204, 9.654977208003402, 9.707004750001943, 9.758890415992937, 9.810438332991907, 9.862196624992066, 9.913688874992658, 9.965038041002117, 10.014864333003061, 10.064202749999822, 10.11336258299707, 10.162367790995631, 10.211456249991897, 10.2599621249974, 10.308418540997081, 10.356982999990578, 10.405357249997905, 10.45554254099261, 10.50530095800059, 10.554710625001462, 10.604423750002752]",,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,2,0,2,0,,,,,,,,,,0.033727624992025085,"[-0.5188888888888888, -0.5188888888888888, -0.5188888888888888, -0.5133333333333333, -0.48777777777777775, -0.46555555555555556, -0.45, -0.43444444444444447, -0.42444444444444446, -0.4166666666666667, -0.4111111111111111, -0.41, -0.4088888888888889, -0.4088888888888889]","[0.2477777777777778, 0.2477777777777778, 0.2477777777777778, 0.2577777777777778, 0.29444444444444445, 0.3333333333333333, 0.35777777777777775, 0.37333333333333335, 0.3844444444444444, 0.3933333333333333, 0.3977777777777778, 0.3988888888888889, 0.4011111111111111, 0.4011111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017487499280832708, 0.05018466598994564, 0.1003124580020085, 0.15047020799829625, 0.2010549159895163, 0.2512799999967683, 0.30181449999508914, 0.3516949159966316, 0.4022457909886725, 0.45234295800037216, 0.5018865000020014, 0.5517885000008391, 0.6021072500006994, 0.6526395409891848]",,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,41.473415333995945,,,969412,001,2023-10-10_12h15.48.056,WythoffsHumanExp,2023.1.3,None,
