practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,imagine_text.started,section_2_text.started,section_3_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.934234000000288,,,,,,,,,,,,,,,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020526124993921258,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0011111111111111111, -0.06111111111111111, -0.16111111111111112, -0.2288888888888889, -0.2577777777777778, -0.2688888888888889, -0.2722222222222222, -0.27444444444444444, -0.2777777777777778, -0.2777777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06777777777777778, 0.22333333333333333, 0.31777777777777777, 0.36444444444444446, 0.3788888888888889, 0.38333333333333336, 0.3888888888888889, 0.3933333333333333, 0.3933333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017495799693278968, 0.0485769579972839, 0.09625854100158904, 0.14408733299933374, 0.19155112499720417, 0.23910333299136255, 0.2866726249922067, 0.33465995799633674, 0.3826115830015624, 0.4312864579987945, 0.4797872499912046, 0.5281906659947708, 0.5766326659941114, 0.6252023330016527, 0.6744245829904685, 0.7232439999934286, 0.7722709160007071, 0.8214182079973398, 0.8704494999983581]",69.18391687500116,60.41928004199872,,,,,,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000596500001847744,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.044444444444444446, -0.08444444444444445, -0.11888888888888889, -0.14444444444444443, -0.15, -0.15, -0.15, -0.15, -0.15, -0.15888888888888889, -0.21444444444444444, -0.27111111111111114, -0.29777777777777775, -0.31, -0.31444444444444447, -0.31777777777777777, -0.32666666666666666, -0.33555555555555555, -0.3411111111111111, -0.3433333333333333, -0.3433333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05444444444444444, 0.11222222222222222, 0.16666666666666666, 0.20666666666666667, 0.21444444444444444, 0.21444444444444444, 0.21444444444444444, 0.21444444444444444, 0.21444444444444444, 0.21888888888888888, 0.26, 0.31666666666666665, 0.3411111111111111, 0.3511111111111111, 0.35555555555555557, 0.3611111111111111, 0.3688888888888889, 0.38, 0.3888888888888889, 0.39111111111111113, 0.39111111111111113]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017662499158177525, 0.04997420900326688, 0.09885470899462234, 0.14743799999996554, 0.19674050000321586, 0.24626658399938606, 0.29528954200213775, 0.34462858400365803, 0.39364195900270715, 0.44215341699600685, 0.4902577500033658, 0.5385047089948785, 0.5862917920021573, 0.6346312090026913, 0.6834614169929409, 0.7327004999970086, 0.7821824999991804, 0.8304146250011399, 0.879077709003468, 0.927933667000616, 0.976400667001144, 1.0252300839929376, 1.0743149999907473, 1.123426042002393, 1.1723748340009479, 1.22140304200002, 1.2708508749929024]",81.0274867919943,,,,,,,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.82022966699151,,,,,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0.0005953340005362406,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012222222222222223, -0.05555555555555555, -0.11888888888888889, -0.13777777777777778, -0.1411111111111111, -0.1411111111111111, -0.1411111111111111, -0.1411111111111111, -0.1411111111111111, -0.1411111111111111, -0.1411111111111111, -0.15555555555555556, -0.21, -0.24888888888888888, -0.26222222222222225, -0.26555555555555554, -0.26555555555555554, -0.26555555555555554, -0.2633333333333333, -0.26, -0.2688888888888889, -0.30444444444444446, -0.3422222222222222, -0.36444444444444446, -0.37333333333333335, -0.37333333333333335, -0.37333333333333335, -0.37333333333333335, -0.37333333333333335, -0.37333333333333335, -0.3811111111111111, -0.3888888888888889, -0.39444444444444443, -0.3977777777777778, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0077777777777777776, 0.043333333333333335, 0.10222222222222223, 0.12666666666666668, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.14, 0.18666666666666668, 0.22444444444444445, 0.23666666666666666, 0.23777777777777778, 0.23777777777777778, 0.23777777777777778, 0.23666666666666666, 0.2311111111111111, 0.23777777777777778, 0.2722222222222222, 0.31, 0.3333333333333333, 0.3466666666666667, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.3477777777777778, 0.36, 0.37555555555555553, 0.38555555555555554, 0.39111111111111113, 0.3933333333333333, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39222222222222225, 0.39111111111111113, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019916699966415763, 0.049137833004351705, 0.09745816700160503, 0.145550583009026, 0.19355050000012852, 0.24186291699879803, 0.28995900000154506, 0.33760745800100267, 0.3857190830021864, 0.4340282500052126, 0.4821155420067953, 0.5299239169980865, 0.5778256670018891, 0.625833917001728, 0.6738881670025876, 0.7217720420012483, 0.7697554170008516, 0.8176687500090338, 0.8653297920100158, 0.9135689170070691, 0.9623385419981787, 1.0107394579972606, 1.0592190000024857, 1.1076430000102846, 1.1565637500025332, 1.2043804999993881, 1.2521478749986272, 1.2998269170057029, 1.3477703329990618, 1.3955103330081329, 1.443738542002393, 1.4921643749985378, 1.54053104200284, 1.5892295000085142, 1.6381410419999156, 1.6861846250103554, 1.734457291997387, 1.7826912500022445, 1.8321578750037588, 1.8809590830060188, 1.9300943330017617, 1.978888083001948, 2.027436625008704, 2.076085958004114, 2.12482591700973, 2.1731050000089454, 2.2211447919980856, 2.2692072500067297, 2.316784374997951, 2.3658177920005983, 2.4150611250079237, 2.4640167920006206, 2.5128493750089547, 2.5622273750050226, 2.610973250004463, 2.659433250009897, 2.707561750008608, 2.755380917005823, 2.8029162919992814, 2.8505628330021864, 2.89870137500111, 2.947259833003045, 2.994823875007569, 3.042763292003656, 3.090683957998408, 3.1386294580006506, 3.1861665830074344, 3.2338268750027055, 3.281674292011303, 3.329274292002083, 3.3774970000085887, 3.4256991669972194, 3.4740520420018584, 3.5224203329999, 3.570040417005657, 3.618404125008965, 3.6660045000026003, 3.714230875004432, 3.7619752080063336, 3.809857375003048, 3.857732999997097, 3.9055966669984628, 3.9536672079993878, 4.00151950000145, 4.049421208008425, 4.097170624998398, 4.145249667009921, 4.19314587500412, 4.241022125002928, 4.289109833000111, 4.336998250000761, 4.385577916997136, 4.433106417011004, 4.481180000002496, 4.52935687500576, 4.577254625008209, 4.625516291998792, 4.67386604200874, 4.722304042006726, 4.770689625001978, 4.818529541997123, 4.866649957999471, 4.914642208008445, 4.962388625004678, 5.010574458006886, 5.058589375010342, 5.106226500007324, 5.156396667007357, 5.204816875004326, 5.252922458006651, 5.301231874997029, 5.349626916999114, 5.397538917008205, 5.445542542001931, 5.493745458006742, 5.541947125006118, 5.59016970799712, 5.638425958008156, 5.6864722080063075, 5.735041332998662, 5.78318283300905, 5.831881457997952, 5.880821750004543, 5.929306167003233, 5.978186250009458, 6.027072750002844, 6.076017208004487, 6.124898250011029, 6.17338054200809, 6.221745083006681, 6.269656375006889, 6.318998375005322, 6.367530500006978]",166.35003312499612,,,83.76975854199554,99.76954437499808,132.17024058300012,,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,0.0006334999925456941,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02666666666666667, -0.17222222222222222, -0.27111111111111114, -0.3088888888888889, -0.31333333333333335, -0.31333333333333335, -0.31333333333333335, -0.31333333333333335, -0.3188888888888889, -0.3466666666666667, -0.37444444444444447, -0.38555555555555554, -0.39, -0.3933333333333333, -0.39555555555555555, -0.39666666666666667, -0.39666666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02666666666666667, 0.19555555555555557, 0.31222222222222223, 0.35, 0.3522222222222222, 0.3522222222222222, 0.3522222222222222, 0.3522222222222222, 0.35333333333333333, 0.36666666666666664, 0.38222222222222224, 0.39, 0.39222222222222225, 0.39444444444444443, 0.3977777777777778, 0.3988888888888889, 0.3988888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020304099598433822, 0.04945266600407194, 0.09711195799172856, 0.14498333299707156, 0.19335775000217836, 0.2417729159933515, 0.290348583002924, 0.33864854100102093, 0.3865416659973562, 0.43458062499121297, 0.4826329999923473, 0.5307281249988591, 0.5792069159942912, 0.6283389579912182, 0.6775964160042349, 0.7262683750013821, 0.774977332999697, 0.8227872080024099, 0.8704678749927552, 0.9185107499943115, 0.9672714579937747, 1.0167077079968294, 1.0653827079950133, 1.1142002909909934, 1.1627175829926273, 1.2113643749908078, 1.2597291659913026, 1.3083212079945952, 1.3570888329995796, 1.4061581249989104]",192.9975543749897,,,,,,,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.4331892499904,04,0,2024-01-09_15h41.02.333,WythoffsHumanExp,2023.1.3,None,
