trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.942739457997959,8.942739457997959,8.942739457997959,11.94645666598808,13.23232004098827,,,,276873,001,2023-09-25_12h28.05.041,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,14.217709749995265,14.217709749995265,17.597067333001178,,,,,,,
