practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225036,001,2023-10-27_12h43.10.569,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225036,001,2023-10-27_12h43.10.569,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028637415998673532,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024444444444444446, 0.03333333333333333, -0.006666666666666667, -0.06777777777777778, -0.14, -0.21333333333333335, -0.2833333333333333, -0.30666666666666664, -0.3288888888888889, -0.35777777777777775, -0.3811111111111111, -0.3877777777777778, -0.3877777777777778, -0.4, -0.4011111111111111, -0.4011111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005555555555555556, 0.08333333333333333, 0.17, 0.23222222222222222, 0.27555555555555555, 0.31777777777777777, 0.35777777777777775, 0.37666666666666665, 0.3977777777777778, 0.41555555555555557, 0.42444444444444446, 0.42777777777777776, 0.42777777777777776, 0.4255555555555556, 0.4255555555555556, 0.4255555555555556]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016491600035806186, 0.04965670800083899, 0.09934870800134377, 0.14881537499968545, 0.197781250000844, 0.2465804580024269, 0.29589333300100407, 0.3446035410015611, 0.393573291003122, 0.4421913750011299, 0.4915968330024043, 0.5403136660024757, 0.5891701660002582, 0.6380726250026783, 0.6867496250015392, 0.7354860830018879, 0.7846308330008469, 0.8345910830030334, 0.8845570410012442, 0.9342563749996771, 0.9832422910003515, 1.033071916001063]",350.14652604100047,351.871180457998,,,,225036,001,2023-10-27_12h43.10.569,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.005765875001088716,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09666666666666666, -0.21444444444444444, -0.2611111111111111, -0.29888888888888887, -0.3466666666666667, -0.38666666666666666, -0.39, -0.39, -0.39222222222222225, -0.4033333333333333, -0.4033333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15666666666666668, 0.24444444444444444, 0.29555555555555557, 0.3277777777777778, 0.3655555555555556, 0.39111111111111113, 0.39222222222222225, 0.39222222222222225, 0.3933333333333333, 0.3977777777777778, 0.3977777777777778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001664160008658655, 0.04914808300236473, 0.09739937500125961, 0.14553587500267895, 0.1937427500015474, 0.24170362500080955, 0.2897518330028106, 0.3379237910012307, 0.38660766600150964, 0.4354551659998833, 0.48526425000090967, 0.5347742080011813, 0.5841362080027466, 0.6335700410018035, 0.682896875001461, 0.73180499999944, 0.7807767080012127, 0.8293817910016514, 0.8780754580002395]",370.9949872500001,,,,,225036,001,2023-10-27_12h43.10.569,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0.000525583000126062,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.051111111111111114, -0.13666666666666666, -0.2, -0.24222222222222223, -0.2966666666666667, -0.35555555555555557, -0.37333333333333335, -0.37333333333333335, -0.38222222222222224, -0.4066666666666667, -0.4088888888888889, -0.42333333333333334, -0.42333333333333334, -0.42333333333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08, 0.14222222222222222, 0.20222222222222222, 0.24888888888888888, 0.3055555555555556, 0.3488888888888889, 0.35888888888888887, 0.35888888888888887, 0.3688888888888889, 0.3844444444444444, 0.38555555555555554, 0.41555555555555557, 0.4177777777777778, 0.4177777777777778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016775000040070154, 0.048464583000168204, 0.09674970799824223, 0.14524562500082538, 0.19400949999908335, 0.24209866599994712, 0.29012012499879347, 0.3380658329988364, 0.38603237500137766, 0.4332940829990548, 0.48110224999982165, 0.5288643329986371, 0.5775678749996587, 0.6264819159987383, 0.6748637079981563, 0.7230638330001966, 0.7712790000005043, 0.8197410409993608, 0.8684095409989823, 0.9172315830001025, 0.965974291000748, 1.0144767909987422, 1.0631923330001882, 1.1120792910005548, 1.1611767079994024, 1.210543958000926, 1.2594901250013208, 1.3081466250005178, 1.3568784999988566, 1.4054632500010484, 1.453720165998675]",386.50733670800037,,,,,225036,001,2023-10-27_12h43.10.569,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.46810229100083,,,225036,001,2023-10-27_12h43.10.569,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225036,001,2023-10-27_12h43.10.569,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.6917972909978,,225036,001,2023-10-27_12h43.10.569,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.36728799999764,225036,001,2023-10-27_12h43.10.569,WythoffsHumanExp,2023.1.3,None,
