practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,euclid_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,066137,2,2024-02-07_12h07.02.736,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,066137,2,2024-02-07_12h07.02.736,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.02397716700216,,,,,,,,,,,,,,066137,2,2024-02-07_12h07.02.736,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017075499999918975,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10444444444444445, -0.17666666666666667, -0.23222222222222222, -0.24333333333333335, -0.2477777777777778, -0.26666666666666666, -0.30444444444444446, -0.3411111111111111, -0.36777777777777776, -0.37666666666666665, -0.37666666666666665, -0.37666666666666665, -0.37666666666666665, -0.38333333333333336, -0.39555555555555555, -0.4033333333333333, -0.40444444444444444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043333333333333335, 0.08666666666666667, 0.12, 0.13111111111111112, 0.14666666666666667, 0.16777777777777778, 0.17888888888888888, 0.19111111111111112, 0.21222222222222223, 0.22, 0.22111111111111112, 0.22111111111111112, 0.22111111111111112, 0.22111111111111112, 0.22555555555555556, 0.2288888888888889, 0.2288888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017241699970327318, 0.050858667003922164, 0.0999489590030862, 0.1482062919967575, 0.1986430420074612, 0.25053437500901055, 0.30270741699496284, 0.35445670899935067, 0.4061069169983966, 0.4578630420000991, 0.510133500007214, 0.5619554169970797, 0.6119150839949725, 0.6616599590051919, 0.7109397089952836, 0.7600725840020459, 0.8093985839950619, 0.8592999170068651, 0.9087062089965912, 0.9577412920043571, 1.006605959002627, 1.0554742920066928, 1.1044358750077663, 1.1535775000083959, 1.2030840840016026, 1.252950875001261, 1.3030672500026412]",99.26212724999641,86.72957420899183,,,,,066137,2,2024-02-07_12h07.02.736,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029541832991526462,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04666666666666667, -0.22333333333333333, -0.37666666666666665, -0.41888888888888887, -0.42444444444444446, -0.43222222222222223, -0.4388888888888889, -0.43444444444444447, -0.42, -0.41444444444444445, -0.41333333333333333, -0.4122222222222222, -0.4122222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025555555555555557, 0.15222222222222223, 0.28, 0.31222222222222223, 0.30777777777777776, 0.2966666666666667, 0.2677777777777778, 0.22444444444444445, 0.19555555555555557, 0.18777777777777777, 0.18666666666666668, 0.18444444444444444, 0.18444444444444444]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001800419995561242, 0.049107166996691376, 0.09773254199535586, 0.14705975000106264, 0.19629054200777318, 0.2449490830040304, 0.29370641699642874, 0.3426101670047501, 0.3912147079972783, 0.4395771249983227, 0.4877428750041872, 0.5366240000003017, 0.5851669580006273, 0.6337152080086526, 0.682057458005147, 0.731019541999558, 0.7799872920004418, 0.8289674580009887, 0.877707667008508, 0.926431625004625, 0.9753368749952642, 1.0235080830025254, 1.071943500006455, 1.1203715830051806, 1.168873041999177, 1.2173162079998292, 1.265280082996469, 1.3142181250004796, 1.363347332997364, 1.411920917002135, 1.4605338330002269, 1.509360124997329, 1.55850625000312, 1.6067897500033723, 1.655768625001656, 1.7039357500034384, 1.7522793329990236, 1.8009205830021529, 1.8500391249981476, 1.8992978750029579, 1.949478333001025, 1.9992222919972846, 2.0489481249969685, 2.0991976670047734, 2.148854500002926, 2.1985355420038104, 2.24830112500058, 2.2977170829981333, 2.3479244170011953, 2.3985824580013286, 2.448100167006487]",110.09498650000023,,,,,,066137,2,2024-02-07_12h07.02.736,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,066137,2,2024-02-07_12h07.02.736,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,066137,2,2024-02-07_12h07.02.736,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76754537499801,,,,066137,2,2024-02-07_12h07.02.736,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029807083992636763,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01, -0.0811111111111111, -0.1988888888888889, -0.31, -0.36333333333333334, -0.39555555555555555, -0.4111111111111111, -0.41333333333333333, -0.41333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0077777777777777776, 0.05333333333333334, 0.12555555555555556, 0.1811111111111111, 0.20666666666666667, 0.22111111111111112, 0.22666666666666666, 0.2288888888888889, 0.2288888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018320800154469907, 0.04939683299744502, 0.09824020799715072, 0.14784520800458267, 0.20000416599214077, 0.25069037500361446, 0.3019114999915473, 0.3518054580054013, 0.40106312499847263, 0.45003554099821486, 0.4998870830022497, 0.550155958000687, 0.5991512909968151, 0.648177625000244, 0.6974957909988007, 0.7468804160016589, 0.7963894160056952, 0.845231415994931, 0.8937765000009676, 0.9428234579972923, 0.9908496659918455, 1.039508083005785, 1.088007665995974, 1.1364869160024682, 1.185282874997938, 1.233927458000835, 1.2824584159970982, 1.3315492499968968, 1.3809593329933705, 1.4305562499939697, 1.480319166003028, 1.5301056250027614, 1.5788031249976484, 1.6273557910026284, 1.6760287079960108, 1.724748249995173, 1.774224041000707, 1.823878583003534, 1.8735777499969117, 1.9233580409927526, 1.9725416659930488, 2.021798375004437, 2.07077258299978, 2.1200431659963215, 2.17066941599478, 2.219637457994395]",154.4054744999885,,,112.3970443750004,132.20079187500232,155.36590545899526,,,,,,,
