board_outline.started,box_1.started,text_1.started,arrow.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,194838,001,2023-09-27_13h53.25.899,WythoffsHumanExp,2023.1.3,None,
11.556647834018804,11.556647834018804,11.556647834018804,11.556647834018804,,,,,,,
