games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,823721,001,2023-10-02_16h31.05.590,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,823721,001,2023-10-02_16h31.05.590,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,12.496590999988257,823721,001,2023-10-02_16h31.05.590,WythoffsHumanExp,2023.1.3,None,
