trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.835847250011284,17.376981084002182,18.397510749986395,19.41786033398239,731464,001,2023-08-30_12h17.28.660,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,20.420192083984148,21.03932275000261,22.042516625020653,23.045587708998937,731464,001,2023-08-30_12h17.28.660,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,24.050909666984808,27.551001542015,28.568735709006432,29.58068854198791,731464,001,2023-08-30_12h17.28.660,WythoffsHumanExp,2023.1.3,None,
,,,,30.591626750014257,31.13998887501657,,,,,,,,,
