trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,11.198341166978935,19.10133320899331,20.121543833985925,21.118017499975394,234749,001,2023-09-22_10h46.55.195,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,22.13958874999662,24.390751083992654,25.41031095897779,26.428789375000633,234749,001,2023-09-22_10h46.55.195,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,27.40913362498395,29.33735158399213,30.358407708990853,31.37308099999791,234749,001,2023-09-22_10h46.55.195,WythoffsHumanExp,2023.1.3,None,
,,,,32.35301429199171,33.24562070899992,,,,,,,,,
