games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,status_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.03030595900782,,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,26.173222750003333,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,2,0,2,0,,,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,45.445229459000984,164009,001,2023-10-02_12h19.45.296,WythoffsHumanExp,2023.1.3,None,
