practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,section_0_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,920814,001,2024-01-23_16h46.59.001,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,920814,001,2024-01-23_16h46.59.001,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,10.758577708038501,,920814,001,2024-01-23_16h46.59.001,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.02378758299164474,,,,,,,
