games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,289511,001,2023-09-29_14h58.16.729,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,289511,001,2023-09-29_14h58.16.729,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,10.59991212499881,289511,001,2023-09-29_14h58.16.729,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,289511,001,2023-09-29_14h58.16.729,WythoffsHumanExp,2023.1.3,None,
