games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,10.239434499999334,,,,,,,,,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,[],[],[],[],[],[],,,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,"[-0.2611111111111111, -0.2611111111111111, -0.2611111111111111, -0.2611111111111111, -0.2611111111111111, -0.2611111111111111, -0.2611111111111111, -0.2611111111111111, -0.26222222222222225, -0.2833333333333333, -0.31222222222222223, -0.34555555555555556, -0.3622222222222222, -0.36666666666666664, -0.36777777777777776, -0.36777777777777776]","[0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.23444444444444446, 0.25333333333333335, 0.2811111111111111, 0.29888888888888887, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016620799942757003, 0.05029970800023875, 0.100225957998191, 0.14985245799834956, 0.19983129100000951, 0.24921062499925029, 0.29872441599945887, 0.34837749999860534, 0.3981276659978903, 0.4479795830011426, 0.4982561659999192, 0.5484980000001087, 0.598438332999649, 0.6480617079978401, 0.6979156249981315, 0.7476242080010707]",0.04283637499975157,,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,,,,,,,"[-0.42, -0.42]","[0.40444444444444444, 0.40444444444444444]","[1, 1]","[0, 0]","[0, 0]","[0.000658124998153653, 0.05073274999813293]",0.007465624999895226,,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,22.707474958999228,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,"[-0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445]","[0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222]","[0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.00017366600150126033, 0.0499009160012065, 0.09878625000055763, 0.14771050000126706, 0.19645754100201884, 0.24576737500319723, 0.2951425410028605, 0.34438754100119695]",0.00156004200107418,,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,28.533077208998293,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,30.0477428339982,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,35.68828791700071,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,026301,001,2023-10-06_16h23.52.602,WythoffsHumanExp,2023.1.3,None,
