board_outline.started,box_1.started,text_1.started,arrow.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,754663,001,2023-09-27_13h33.25.137,WythoffsHumanExp,2023.1.3,None,
9.596987958997488,9.596987958997488,9.596987958997488,9.596987958997488,,,,,,,
