board_outline.started,box_1.started,text_1.started,arrow.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,074379,001,2023-09-27_13h35.34.429,WythoffsHumanExp,2023.1.3,None,
10.657333333045244,10.657333333045244,10.657333333045244,10.657333333045244,,,,,,,
