games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,10.630680624992237,,,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,22.08161774999462,,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,31.030685959005496,,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,31.97497787499742,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,32.980217584001366,864647,001,2023-10-02_16h35.06.869,WythoffsHumanExp,2023.1.3,None,
