games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,24.159036583005218,,,,,,,,,,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,0.018984333000844344,"[-0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333]","[0.4177777777777778, 0.4177777777777778, 0.4177777777777778, 0.4177777777777778, 0.4177777777777778, 0.4177777777777778, 0.4177777777777778, 0.4177777777777778]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.00017208400822710246, 0.04851504199905321, 0.09651766699971631, 0.1446721670072293, 0.1980174589989474, 0.24605091700505, 0.2947592499986058, 0.34320191699953284]",,,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,30.045354791000136,,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,,[],[],[],[],[],[],,,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,,,,,0.0349190420092782,"[-0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222]","[0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444]","[0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017979199765250087, 0.04869966700789519, 0.09694883300107904, 0.14458400000876281, 0.19289350000326522, 0.24097270800848491, 0.28923175000818446, 0.33789487500325777, 0.38667066700872965]",,,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,38.12550024999655,,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,38.98571691600955,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,39.92759512500197,413949,001,2023-10-12_14h47.32.494,WythoffsHumanExp,2023.1.3,None,
