practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2024-01-10_14h27.41.036,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2024-01-10_14h27.41.036,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.516942375004874,,,,,,,,,,,,,0,2,2024-01-10_14h27.41.036,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0.0005690840043826029,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0044444444444444444, -0.03111111111111111, -0.1411111111111111, -0.24888888888888888, -0.3088888888888889, -0.34555555555555556, -0.37777777777777777, -0.39222222222222225, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.1111111111111111, 0.20222222222222222, 0.25666666666666665, 0.2966666666666667, 0.33, 0.35555555555555557, 0.37, 0.3788888888888889, 0.38666666666666666, 0.3888888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001748750073602423, 0.050776917007169686, 0.10024033300578594, 0.15066495799692348, 0.20011220799642615, 0.2498495830077445, 0.29941820800013375, 0.3494275830016704, 0.3998417499969946, 0.45002083299914375, 0.49981483300507534, 0.5499601670017, 0.600673042004928, 0.6511737079999875, 0.7018196249991888, 0.7514959999971325, 0.801763541996479, 0.8529030829959083, 0.9031576249981299]",66.86307683300402,54.87324837500637,,,,0,2,2024-01-10_14h27.41.036,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,0.032139957998879254,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.008888888888888889, -0.023333333333333334, -0.04888888888888889, -0.11, -0.2511111111111111, -0.37555555555555553, -0.4288888888888889, -0.4411111111111111, -0.4444444444444444, -0.44555555555555554, -0.44333333333333336, -0.4388888888888889, -0.43333333333333335, -0.4288888888888889, -0.42777777777777776]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022222222222222222, 0.01888888888888889, 0.044444444444444446, 0.10555555555555556, 0.24444444444444444, 0.33555555555555555, 0.37666666666666665, 0.3877777777777778, 0.3933333333333333, 0.4, 0.40444444444444444, 0.4088888888888889, 0.41, 0.4111111111111111, 0.41]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017687500803731382, 0.04916708401287906, 0.09810987500532065, 0.146811084006913, 0.19651866701315157, 0.24633841701142956, 0.29660050000529736, 0.3460126670106547, 0.3958017500117421, 0.4455149590066867, 0.4954182090004906, 0.5454848340013996, 0.5956160420028027, 0.6450543340033619, 0.6947033750038827, 0.7445008340000641, 0.7945095420000143, 0.845205875011743, 0.8957509590109112, 0.9467672500031767, 0.9969158750027418, 1.0472763340076199, 1.0973413750034524, 1.1468221670074854, 1.1970518340094713, 1.24714550000499, 1.2969001250021392, 1.3473078750103014, 1.3968732500070473, 1.447249125005328, 1.4974458340002457, 1.5480525000020862, 1.5972974590113154]",74.54467233300966,,,,,0,2,2024-01-10_14h27.41.036,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2024-01-10_14h27.41.036,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2024-01-10_14h27.41.036,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.96559583299677,,,0,2,2024-01-10_14h27.41.036,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.42420879199926,112.3406500830024,,,,,,,
