games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,status_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,10.007454667000275,,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,19.184054375000414,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,31.68936508399929,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,0,0,0,0,,,347806,001,2023-09-29_15h45.47.461,WythoffsHumanExp,2023.1.3,None,
