trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.35680362500716,10.006012833007844,11.042232000007061,12.037055207998492,211953,001,2023-09-22_11h15.42.489,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,13.035990666016005,13.812715541018406,14.849773750000168,15.842278083000565,211953,001,2023-09-22_11h15.42.489,WythoffsHumanExp,2023.1.3,None,
