games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,942335,001,2023-10-06_12h32.22.021,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,942335,001,2023-10-06_12h32.22.021,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,10.603667167000822,,,,,,,,,942335,001,2023-10-06_12h32.22.021,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,[],[],[],[],[],[],,,942335,001,2023-10-06_12h32.22.021,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,"[-0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4911111111111111, -0.4444444444444444, -0.41, -0.36444444444444446, -0.3411111111111111, -0.34, -0.3377777777777778, -0.33111111111111113, -0.33111111111111113, -0.33111111111111113, -0.33111111111111113]","[0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.24444444444444444, 0.2777777777777778, 0.3011111111111111, 0.32555555555555554, 0.3333333333333333, 0.3333333333333333, 0.3377777777777778, 0.3433333333333333, 0.3433333333333333, 0.3433333333333333, 0.3433333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000164625000252272, 0.04967495900018548, 0.09922341700075776, 0.14875141700031236, 0.19778575000054843, 0.2467810840007587, 0.2956696670007659, 0.34456779200081655, 0.3928611249993992, 0.44151029199929326, 0.4899235419998149, 0.5384512920009001, 0.5868844590004301, 0.6354799170003389, 0.6850631670004077, 0.735161042000982, 0.7855159589998948, 0.8352747919998365, 0.8849750000008498, 0.9346382500007167, 0.9849595420000696, 1.0343130420005764, 1.0838918749996083, 1.134372209000503, 1.183504874999926]",0.031257082999218255,,942335,001,2023-10-06_12h32.22.021,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,21.797350417000416,942335,001,2023-10-06_12h32.22.021,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,"[-0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.5411111111111111, -0.54, -0.5333333333333333, -0.47333333333333333, -0.4633333333333333, -0.4477777777777778, -0.4211111111111111, -0.4088888888888889, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778]","[-0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.058888888888888886, -0.06, -0.06, -0.06, -0.06, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775, -0.057777777777777775]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017212500097230077, 0.04976441700091527, 0.09849854200001573, 0.14744075000089651, 0.19664325000121607, 0.24594991699996172, 0.29460566700072377, 0.3432866250004736, 0.3920923750010843, 0.4417045419995702, 0.4915219579997938, 0.5420699580008659, 0.5915421250010695, 0.6409906250009954, 0.690395042000091, 0.7397566250001546, 0.7896459170005983, 0.8394721670010767, 0.8889867079997202, 0.9378578750001907, 0.9865488329996879, 1.0352882919996773, 1.083997375000763, 1.1330481250006414, 1.1821358750003128, 1.2310043750003388, 1.27990229200077, 1.328914875000919, 1.3778228330011189, 1.4267731250001816, 1.475341458000912, 1.5244931249999354, 1.5737327080005343, 1.6234198330002982, 1.6728778329998022, 1.722426792000988, 1.7719704579994868, 1.8211717080012022, 1.870045833000404, 1.9185136670002976, 1.9669775420006772, 2.015535083000941, 2.064490124999793, 2.113136542000575, 2.1622136250007316, 2.2116140830003133, 2.26081908299966, 2.309648583001035, 2.3583476250005333, 2.4077295000006416, 2.457046083000023, 2.5063346669994644, 2.555777458001103, 2.6045977080011653, 2.653678750000836, 2.7025354580000567, 2.7518898750004155, 2.80097137499979, 2.8502629169997817, 2.8996767080006975, 2.9490903750011057, 2.9984513750005135, 3.0477840830008063, 3.0974483330010116, 3.14650866699958, 3.195467749999807, 3.245001000001139, 3.2939028330001747]",0.027850917000250774,,942335,001,2023-10-06_12h32.22.021,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,"[-0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5588888888888889, -0.5633333333333334, -0.5644444444444444, -0.5588888888888889, -0.5366666666666666, -0.5244444444444445, -0.5088888888888888, -0.48777777777777775, -0.4666666666666667, -0.45222222222222225, -0.44222222222222224, -0.4311111111111111, -0.4177777777777778, -0.41333333333333333, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222]","[-0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.044444444444444446, -0.042222222222222223, 0.013333333333333334, 0.08, 0.15777777777777777, 0.2, 0.23333333333333334, 0.27, 0.30777777777777776, 0.3288888888888889, 0.34444444444444444, 0.36, 0.38222222222222224, 0.3933333333333333, 0.39444444444444443, 0.39555555555555555, 0.39555555555555555]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016283299919450656, 0.04976774999886402, 0.09913679099918227, 0.1478297499998007, 0.19671916600054828, 0.2456307079992257, 0.29426929100009147, 0.34268533300019044, 0.39118254099957994, 0.4394807499993476, 0.48860879099993326, 0.5370584579995921, 0.5859948750003241, 0.6347477500003151, 0.6842905829998926, 0.7337479580000945, 0.7833101659998647, 0.83289854099894, 0.8826124160004838, 0.9325755409990961, 0.9818957909992605, 1.0309274999999616, 1.0796585829994, 1.1284073749993695, 1.1772402080005122, 1.2260793749992445, 1.2747523750003893, 1.3236498749993189, 1.372070707999228, 1.4205698330006271, 1.4690628749995085, 1.518234040999232, 1.5677916250006092, 1.6172029159988597, 1.6667291249996197, 1.7173412909996841, 1.7675762079998094, 1.81866912499936, 1.8687939999999799, 1.9190031250000175, 1.9699049579994607, 2.019591500000388, 2.06911774999935, 2.1192257910006447, 2.16837595799916, 2.2177748329995666, 2.267786458000046, 2.317874665999625, 2.36788499999966, 2.41841679099889, 2.468175500000143, 2.517688249999992]",0.0008451249996141996,,942335,001,2023-10-06_12h32.22.021,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,36.53401420800037,,,,,,,
