games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,end_blue.started,end_red.started,feedback_win.started,feedback_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8.481296375044622,8.481296375044622,8.481296375044622,11.471540500002448,12.741313167032786,,,,,,,,024833,001,2023-09-25_14h48.52.965,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,16.110024333000183,17.385089083050843,13.745560583018232,13.745560583018232,15.106923750019632,,,,,024833,001,2023-09-25_14h48.52.965,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,21.60841770801926,22.86339845805196,18.39330004202202,18.39330004202202,20.591551750025246,,,,,024833,001,2023-09-25_14h48.52.965,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,23.86898058303632,23.86898058303632,24.580558708054014,24.580558708054014,024833,001,2023-09-25_14h48.52.965,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,26.62223408301361,26.62223408301361,26.62223408301361,30.839463375043124,32.04961741704028,29.628501416998915,29.628501416998915,29.797179500048514,,,,,024833,001,2023-09-25_14h48.52.965,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,33.08851420803694,33.08851420803694,34.17913604201749,,,,,024833,001,2023-09-25_14h48.52.965,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,35.180403667036444,35.180403667036444,35.93073020799784,35.93073020799784,024833,001,2023-09-25_14h48.52.965,WythoffsHumanExp,2023.1.3,None,
