practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444534,001,2023-10-27_13h08.55.918,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444534,001,2023-10-27_13h08.55.918,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04549195899744518,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03333333333333333, -0.10888888888888888, -0.18222222222222223, -0.24555555555555555, -0.29, -0.33, -0.35888888888888887, -0.3933333333333333, -0.3977777777777778, -0.39555555555555555, -0.39111111111111113, -0.3788888888888889, -0.3688888888888889, -0.3611111111111111, -0.35888888888888887, -0.35777777777777775, -0.35555555555555557, -0.35444444444444445, -0.35444444444444445]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044444444444444446, 0.10888888888888888, 0.1688888888888889, 0.22, 0.2544444444444444, 0.28888888888888886, 0.3188888888888889, 0.35777777777777775, 0.37222222222222223, 0.3788888888888889, 0.38333333333333336, 0.3933333333333333, 0.3977777777777778, 0.4, 0.4, 0.4, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00039679199835518375, 0.050192542003060225, 0.09874866699828999, 0.1486278750016936, 0.1976665830006823, 0.2473742919974029, 0.29662829200242413, 0.3455908329997328, 0.39481487499870127, 0.44330074999743374, 0.49220833300205413, 0.5409130830012145, 0.5895669169985922, 0.6384157499996945, 0.6875127500024973, 0.7362595000013243, 0.7848209170042537, 0.8332980830018641, 0.8824979580022045, 0.9311226249992615, 0.9804125829978148, 1.0308336250018328, 1.0824795419975999, 1.1335277079997468, 1.1848170000012033]",53.47933112500323,54.45863583299797,,,,444534,001,2023-10-27_13h08.55.918,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.008342291999724694,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0033333333333333335, -0.044444444444444446, -0.10222222222222223, -0.14, -0.18888888888888888, -0.26555555555555554, -0.32222222222222224, -0.36, -0.37, -0.38666666666666666, -0.39666666666666667, -0.3977777777777778, -0.40444444444444444, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0044444444444444444, 0.09111111111111111, 0.15666666666666668, 0.18666666666666668, 0.2288888888888889, 0.2833333333333333, 0.31555555555555553, 0.3322222222222222, 0.3411111111111111, 0.36777777777777776, 0.37777777777777777, 0.38333333333333336, 0.3977777777777778, 0.4, 0.4, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0003819170015049167, 0.04978766699787229, 0.09845041699736612, 0.14647312500164844, 0.1943804589973297, 0.24178283399669454, 0.289781084000424, 0.33843870899727335, 0.3864329589996487, 0.4356033340009162, 0.4846338339993963, 0.5344887089959229, 0.5838813340014894, 0.6330437090000487, 0.6818771249963902, 0.7306291249988135, 0.7793277500022668, 0.8279693340009544, 0.8766106670009322, 0.9256505419980385, 0.9745065000024624, 1.023750749998726, 1.0724967919959454, 1.1215204170002835, 1.1703665419991012]",77.08018116599851,,,,,444534,001,2023-10-27_13h08.55.918,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0.020263582999177743,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015555555555555555, -0.07444444444444444, -0.09777777777777778, -0.16333333333333333, -0.21777777777777776, -0.25666666666666665, -0.2722222222222222, -0.28555555555555556, -0.3, -0.32222222222222224, -0.3422222222222222, -0.3522222222222222, -0.3622222222222222, -0.3655555555555556, -0.37222222222222223, -0.3788888888888889, -0.3888888888888889, -0.39666666666666667, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.08444444444444445, 0.11444444444444445, 0.18777777777777777, 0.2288888888888889, 0.26222222222222225, 0.27666666666666667, 0.29444444444444445, 0.31444444444444447, 0.3377777777777778, 0.35777777777777775, 0.37222222222222223, 0.38222222222222224, 0.3844444444444444, 0.39111111111111113, 0.39444444444444443, 0.3988888888888889, 0.4022222222222222, 0.4022222222222222, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016674999642418697, 0.04971558300167089, 0.09833879199868534, 0.1473081669973908, 0.1960356249983306, 0.2448854169997503, 0.29437366699858103, 0.34365633300330956, 0.39291591700020945, 0.4420946250029374, 0.49151720800000476, 0.5404034169987426, 0.589382416997978, 0.6388712080006371, 0.6879266250034561, 0.7371394579968182, 0.7865227919974132, 0.8356193329964299, 0.8844689999968978, 0.9334981669962872, 0.9828741250021267, 1.0324427919986192, 1.0813324170012493, 1.1311411670030793, 1.1806488750007702, 1.2301157080000849, 1.2790728749969276, 1.3279635829967447, 1.377901457999542, 1.4279741249993094, 1.4786970830027713, 1.528261958002986, 1.5774006669962546, 1.626574249996338, 1.6755667079996783, 1.7248664169965195, 1.773937042002217, 1.822893208001915, 1.8717607500002487, 1.9209105420013657]",218.13973162500042,,,,,444534,001,2023-10-27_13h08.55.918,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.14716670800408,,,444534,001,2023-10-27_13h08.55.918,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444534,001,2023-10-27_13h08.55.918,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.49496750000253,,444534,001,2023-10-27_13h08.55.918,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.1122406659997,444534,001,2023-10-27_13h08.55.918,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019848750016535632,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011111111111111112, -0.09, -0.1411111111111111, -0.17777777777777778, -0.21444444444444444, -0.25333333333333335, -0.2877777777777778, -0.31222222222222223, -0.3211111111111111, -0.32666666666666666, -0.32666666666666666, -0.32666666666666666, -0.32666666666666666, -0.32666666666666666, -0.31, -0.29444444444444445, -0.29333333333333333, -0.2911111111111111, -0.2911111111111111, -0.2911111111111111, -0.2911111111111111, -0.2911111111111111, -0.2911111111111111, -0.2911111111111111, -0.3111111111111111, -0.3522222222222222, -0.36444444444444446, -0.37333333333333335, -0.38555555555555554, -0.3877777777777778, -0.4, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556, -0.4066666666666667, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778, -0.4077777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015555555555555555, 0.06555555555555556, 0.09444444444444444, 0.1288888888888889, 0.16333333333333333, 0.20333333333333334, 0.23666666666666666, 0.25555555555555554, 0.26222222222222225, 0.26666666666666666, 0.2677777777777778, 0.2677777777777778, 0.2677777777777778, 0.2677777777777778, 0.24555555555555555, 0.22555555555555556, 0.2222222222222222, 0.21777777777777776, 0.21777777777777776, 0.21777777777777776, 0.21777777777777776, 0.21777777777777776, 0.21777777777777776, 0.21777777777777776, 0.2222222222222222, 0.23444444444444446, 0.2411111111111111, 0.2477777777777778, 0.25666666666666665, 0.26, 0.2788888888888889, 0.2877777777777778, 0.2877777777777778, 0.2877777777777778, 0.29444444444444445, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775, 0.29777777777777775]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016683300054864958, 0.048391457996331155, 0.09627699999691686, 0.145201041996188, 0.19415187499544118, 0.24257645799661987, 0.291236791999836, 0.33972841699869605, 0.3876807499982533, 0.43523987499793293, 0.4834373749981751, 0.5316501670022262, 0.5801720419985941, 0.6293749579999712, 0.6780368330000783, 0.7270069169971975, 0.775596041996323, 0.8243764169965289, 0.8729129170023953, 0.9214167079990148, 0.969918750000943, 1.0207253749977099, 1.071780457998102, 1.1225432079954771, 1.1735632499985513, 1.2245505419996334, 1.2762689579976723, 1.3283695419959258, 1.3800684579982772, 1.4301449580016197, 1.47946716700244, 1.5284717079994152, 1.5774168329953682, 1.6261022079997929, 1.6745743329956895, 1.7227559579987428, 1.771088374996907, 1.8198638329995447, 1.8684191669963184, 1.9170749170007184, 1.9662181669991696, 2.0150884999966365, 2.0635874579966185, 2.1127595829966594, 2.162096957996255, 2.2120043329996406, 2.2613057080016006, 2.310409792000428, 2.35868208300235, 2.4067435420001857, 2.455219457995554, 2.503883291996317, 2.552268792001996, 2.600357791998249, 2.648361957995803, 2.696407707997423, 2.7447418329975335, 2.7930355419957777, 2.8407934169954387, 2.8890656669973396, 2.9372836670008837, 2.985221625000122, 3.0331031669993536, 3.08149591700203, 3.129877999999735, 3.178646458000003, 3.2277659169994877, 3.2770028750019264, 3.3252896670019254, 3.373482625000179, 3.421901166999305, 3.469798541998898, 3.5177236669987906, 3.566126833000453, 3.6141704580004443, 3.6631142080004793, 3.7119966669997666, 3.76093087499612, 3.8092726249960833, 3.857746624998981, 3.906076874998689, 3.9538710830020136, 4.001678082997387, 4.049528666997503, 4.09738470800221, 4.146246332995361, 4.194966707997082, 4.243961207997927, 4.292087916997843, 4.340150374999212, 4.388038375000178, 4.435855582996737, 4.483670417001122, 4.531449417001568, 4.5793152499973075, 4.6280572499963455, 4.6767212499980815, 4.7247711250020075, 4.773047791997669, 4.821041875002265, 4.868805207996047, 4.916717667001649, 4.9645796670010895, 5.013501082998118, 5.062331166998774, 5.111146791998181, 5.159415624999383, 5.208232291995955, 5.256963916996028, 5.305245292001928]",281.6082578330024,,,,,,,,,,,
