practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,tutorial_games.thisRepN,tutorial_games.thisTrialN,tutorial_games.thisN,tutorial_games.thisIndex,tutorial_turns.thisRepN,tutorial_turns.thisTrialN,tutorial_turns.thisN,tutorial_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,euclid_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.01218904199777,,,,,,,,,,,,,,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016915542000788264,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016666666666666666, -0.06888888888888889, -0.1, -0.1111111111111111, -0.11222222222222222, -0.11222222222222222, -0.11222222222222222, -0.11222222222222222, -0.13333333333333333, -0.20333333333333334, -0.25333333333333335, -0.26555555555555554, -0.26555555555555554, -0.26555555555555554, -0.26555555555555554, -0.2688888888888889, -0.3111111111111111, -0.3433333333333333, -0.36333333333333334, -0.37777777777777777, -0.3844444444444444, -0.39111111111111113, -0.4, -0.40555555555555556, -0.40555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.10333333333333333, 0.1922222222222222, 0.21555555555555556, 0.21555555555555556, 0.21555555555555556, 0.21555555555555556, 0.21555555555555556, 0.21333333333333335, 0.20777777777777778, 0.2, 0.19555555555555557, 0.19555555555555557, 0.19555555555555557, 0.19555555555555557, 0.19555555555555557, 0.19555555555555557, 0.20222222222222222, 0.21, 0.21666666666666667, 0.21888888888888888, 0.2222222222222222, 0.23, 0.23444444444444446, 0.23444444444444446]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017379201017320156, 0.04959008299920242, 0.09773104201303795, 0.14580316700448748, 0.19323575000453275, 0.24115579201315995, 0.2892270420124987, 0.3373117080045631, 0.38547541700245347, 0.4337651670066407, 0.4825818329991307, 0.5313037920132047, 0.580107792004128, 0.6297165830037557, 0.6791945000004489, 0.7292790830106242, 0.7785928750090534, 0.8280360830103746, 0.8777879170083907, 0.9277080000028946, 0.9784773330029566, 1.0286238330008928, 1.080728500004625, 1.1302856670081383, 1.1797538329992676, 1.2304844580066856, 1.28113408300851, 1.3310695000109263, 1.3801944580045529, 1.4292822499992326, 1.4791706670075655, 1.5291601670032833, 1.5788420000026235, 1.6291324580088258, 1.6786597080063075]",135.69304949999787,119.23676291700394,,,,,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017014457989716902,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04111111111111111, -0.22555555555555556, -0.31444444444444447, -0.33111111111111113, -0.33111111111111113, -0.33111111111111113, -0.33111111111111113, -0.36333333333333334, -0.3933333333333333, -0.4, -0.4022222222222222, -0.40555555555555556, -0.4066666666666667, -0.4066666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023333333333333334, 0.14444444444444443, 0.24888888888888888, 0.27444444444444444, 0.27444444444444444, 0.27444444444444444, 0.27444444444444444, 0.31777777777777777, 0.36666666666666664, 0.3788888888888889, 0.3888888888888889, 0.39666666666666667, 0.3977777777777778, 0.3977777777777778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017533398931846023, 0.05003924999618903, 0.09909041698847432, 0.14755658399371896, 0.19604904200241435, 0.2453179169970099, 0.2940662499895552, 0.34306604199809954, 0.3924445000011474, 0.4412999589985702, 0.48986891699314583, 0.5386466670024674, 0.5875261249893811, 0.6356341669888934, 0.6843766249949113, 0.7329213339980925, 0.7815590419922955, 0.8299569169903407, 0.8786174999986542, 0.9278550000017276, 0.9772242089966312, 1.026250999988406, 1.075168625000515, 1.1238687500008382, 1.1731272089964477, 1.2219977919885423, 1.270668500001193, 1.3193047499953536, 1.3677246250008466, 1.416239250000217, 1.4646655839896994, 1.5132747500028927, 1.5621165839984315, 1.6112024589965586, 1.6603656249935739, 1.7100810839910991, 1.7599971250019735, 1.809849208992091, 1.8596853749913862, 1.9097381249885075, 1.9595160000026226, 2.0096866249950835, 2.058703417002107, 2.1081049170024926, 2.1577251669950783, 2.2069329999940237, 2.256627208989812, 2.306032458989648, 2.35552304200246, 2.405790666991379, 2.4544045419897884]",149.1622569589963,,,,,,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.42596745899937,,,,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028787208007997833,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0022222222222222222, -0.11444444444444445, -0.32222222222222224, -0.4033333333333333, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.09444444444444444, 0.1322222222222222, 0.14222222222222222, 0.14222222222222222, 0.14222222222222222, 0.14222222222222222, 0.15, 0.19, 0.21222222222222223, 0.21777777777777776, 0.22111111111111112, 0.2222222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018408300820738077, 0.04960662500525359, 0.09877283300738782, 0.14798691699979827, 0.19709245800913777, 0.24565220800286625, 0.29428008300601505, 0.3431162500055507, 0.39162270800443366, 0.4407032080052886, 0.4900940830120817, 0.539189917006297, 0.5883272500068415, 0.6371507500007283, 0.6856947080086684, 0.7346234170108801, 0.7837277500075288, 0.8334345420007594, 0.8836500000033993, 0.9336192500049947, 0.9839028750138823, 1.033170542010339, 1.0824222920055036]",198.23929087500437,,,152.60456729200087,177.42626279199612,207.7146217499976,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481607,2,2024-02-06_19h26.02.454,WythoffsHumanExp,2023.1.3,None,
