games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.723304207989713,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,21.154932042001747,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,30.852539874991635,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,2,0,2,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,,,,,,42.95202666698606,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,,,,,,52.235855292005,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,,,,,,61.4938404999848,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,,,,,,70.0787032500084,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,2,0,2,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,3,0,3,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,,,,,,100.39534591700067,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,2,0,2,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,,,,,,112.58485129199107,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,,,,,,121.64886625000509,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,0,0,0,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,1,0,1,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,2,0,2,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,3,0,3,0,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,,,,,,143.689418791997,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,1042.075762583001,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,1042.8653014999873,818952,001,2023-10-05_14h12.28.748,WythoffsHumanExp,2023.1.3,None,
