games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,32.77799566698377,,,,,,,,,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"[-0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.23666666666666666, -0.24, -0.26222222222222225, -0.30666666666666664, -0.33111111111111113, -0.33666666666666667, -0.35, -0.36777777777777776, -0.37222222222222223, -0.37222222222222223, -0.37222222222222223]","[0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3566666666666667, 0.3511111111111111, 0.34555555555555556, 0.34555555555555556, 0.3466666666666667, 0.3511111111111111, 0.3522222222222222, 0.3522222222222222, 0.3522222222222222, 0.3522222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016879200120456517, 0.04911533399717882, 0.09813391699572094, 0.1472268749785144, 0.19613749999552965, 0.24563074999605305, 0.2948134589823894, 0.34356199999456294, 0.4058011669840198, 0.45639070897595957, 0.5066840839863289, 0.5569039169931784, 0.6070353339891881, 0.6569316249806434, 0.7061872499762103, 0.7554591669759247, 0.8044120419945102, 0.853408541996032, 0.9023473339912016, 0.9511835839948617, 1.0001883749791887, 1.0490703340037726, 1.0981948339904193, 1.1467437499959487, 1.1952924169891048, 1.244262208987493, 1.2929494169948157, 1.3415706669911742, 1.3906649999844376, 1.4399719169887248, 1.4896355419768952, 1.5395392919890583, 1.5889157920028083, 1.638544291985454, 1.6872560420015361, 1.7359028339851648, 1.7846195839811116, 1.8335026249988005, 1.8821941249771044, 1.931187249982031, 1.980513249989599, 2.0295884590013884, 2.07870774998446, 2.127639124984853, 2.1796961670042947, 2.2349411670002155, 2.290442041994538, 2.3472709999768995, 2.413173624983756, 2.466049166978337, 2.516118083993206, 2.5654526249854825, 2.614868333999766, 2.664431583980331, 2.7134912089968566]",0.006498333998024464,80.36096933399676,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,"[-0.35, -0.35, -0.35, -0.3711111111111111, -0.40444444444444444, -0.4266666666666667, -0.43, -0.43, -0.43, -0.43, -0.43, -0.43, -0.43, -0.43, -0.43, -0.4288888888888889, -0.4288888888888889, -0.4288888888888889]","[0.2922222222222222, 0.2922222222222222, 0.2922222222222222, 0.3333333333333333, 0.3988888888888889, 0.4388888888888889, 0.44555555555555554, 0.44555555555555554, 0.44555555555555554, 0.44222222222222224, 0.44222222222222224, 0.44222222222222224, 0.44222222222222224, 0.44222222222222224, 0.44, 0.43222222222222223, 0.42777777777777776, 0.42777777777777776]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017129199113696814, 0.04886070798966102, 0.10037450000527315, 0.15270766700268723, 0.2051511669997126, 0.25819979200605303, 0.311073207994923, 0.36260804199264385, 0.41483020799933, 0.465513250004733, 0.5147678749926854, 0.5642463749973103, 0.6140661670069676, 0.6635199169977568, 0.7131471669999883, 0.762568874983117, 0.8127833330072463, 0.8619082079967484]",0.045847584027796984,95.96236033400055,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,"[-0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03777777777777778, -0.03888888888888889, -0.08222222222222222, -0.2644444444444444, -0.3933333333333333, -0.4177777777777778, -0.4177777777777778, -0.41444444444444445, -0.41333333333333333, -0.41333333333333333, -0.41444444444444445, -0.4122222222222222, -0.4111111111111111, -0.4111111111111111]","[0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.034444444444444444, 0.06, 0.2722222222222222, 0.4388888888888889, 0.4777777777777778, 0.4777777777777778, 0.4766666666666667, 0.47333333333333333, 0.46444444444444444, 0.43444444444444447, 0.41, 0.39666666666666667, 0.39666666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000178459013113752, 0.04916629201034084, 0.09751270900596865, 0.14680458398652263, 0.19603154200012796, 0.24450787500245497, 0.2932603750086855, 0.34226370899705216, 0.39144912498886697, 0.44103312501101755, 0.4904920000117272, 0.5395089169905987, 0.588045874988893, 0.6377039169892669, 0.6870571670006029, 0.7363428749958985, 0.786099084012676, 0.8353173339855857, 0.884541542007355, 0.9338078339933418, 0.9830939999956172, 1.0331248749862425, 1.0829679169983137, 1.1325069169979542, 1.181994084006874, 1.2307442919991445]",0.022497332975035533,105.34634737498709,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,"[-0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22111111111111112, -0.24888888888888888, -0.3388888888888889, -0.3933333333333333, -0.4088888888888889, -0.4088888888888889, -0.41444444444444445, -0.42, -0.42, -0.4122222222222222, -0.3877777777777778, -0.36333333333333334, -0.34555555555555556, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889, -0.3388888888888889]","[0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.3022222222222222, 0.32, 0.38, 0.41444444444444445, 0.4222222222222222, 0.4222222222222222, 0.42333333333333334, 0.42333333333333334, 0.4177777777777778, 0.40555555555555556, 0.38333333333333336, 0.36666666666666664, 0.35777777777777775, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333, 0.35333333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001803330087568611, 0.04888441599905491, 0.09756095800548792, 0.14608087501255795, 0.19505224999738857, 0.2439480829925742, 0.29262024999479763, 0.3414728330099024, 0.39031845799763687, 0.4392260409949813, 0.48803308300557546, 0.5371115409943741, 0.5861956659937277, 0.6465390409866814, 0.6964482500043232, 0.7458014159929007, 0.7954226250003558, 0.8445285409979988, 0.8933510000060778, 0.9417815410124604, 0.9916478329978418, 1.0411002500040922, 1.0901812500087544, 1.1391775000083726, 1.1885408330126666, 1.2385539580136538, 1.288559415988857, 1.3387396250036545, 1.3886248329945374, 1.4384262909879908, 1.4885630409989972, 1.5386982079944573, 1.5885135410062503, 1.6391182910010684, 1.687826125009451, 1.7370596659893636, 1.786234625003999, 1.8353547499864362, 1.8848160410125274, 1.9342621660034638, 1.9836434999888297, 2.0324460410047323, 2.081018374999985, 2.1292603749898262, 2.1779197079886217, 2.2264374580117874, 2.274996041000122, 2.3236441249900963, 2.3722101250023115, 2.421330915996805, 2.4708627910003997, 2.5202759160019923, 2.5696259579854086, 2.619021499995142, 2.668159833003301, 2.717759249993833, 2.7666552499867976, 2.8161842080007773, 2.865220290987054]",0.0444901249720715,142.3767453749897,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,"[-0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.30333333333333334, -0.3111111111111111, -0.33111111111111113, -0.3411111111111111, -0.34444444444444444, -0.34555555555555556, -0.34555555555555556, -0.34555555555555556, -0.34555555555555556, -0.34555555555555556, -0.34555555555555556, -0.34555555555555556, -0.34555555555555556, -0.3466666666666667, -0.3466666666666667, -0.3477777777777778, -0.3488888888888889, -0.3488888888888889, -0.3488888888888889, -0.3488888888888889, -0.35333333333333333, -0.35444444444444445, -0.35444444444444445, -0.35444444444444445, -0.35444444444444445, -0.35444444444444445, -0.35444444444444445, -0.35444444444444445, -0.35444444444444445, -0.35444444444444445, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333, -0.35333333333333333]","[0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17333333333333334, 0.17777777777777778, 0.2633333333333333, 0.38555555555555554, 0.44666666666666666, 0.4588888888888889, 0.4588888888888889, 0.4588888888888889, 0.4588888888888889, 0.4588888888888889, 0.4588888888888889, 0.4588888888888889, 0.4588888888888889, 0.44666666666666666, 0.4211111111111111, 0.3877777777777778, 0.3655555555555556, 0.35333333333333333, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.35555555555555557, 0.35888888888888887, 0.35888888888888887, 0.35888888888888887, 0.35888888888888887, 0.35888888888888887, 0.35888888888888887, 0.36, 0.3622222222222222, 0.3655555555555556, 0.36666666666666664, 0.36777777777777776, 0.37, 0.37, 0.3655555555555556, 0.35444444444444445, 0.3511111111111111, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001855409936979413, 0.04957012497470714, 0.09901358297793195, 0.14769679098390043, 0.19657074997667223, 0.24533716597943567, 0.2940162079758011, 0.34281287499470636, 0.3914867909916211, 0.4407061660022009, 0.48938095799530856, 0.5381616249796934, 0.5868868749821559, 0.6353616249980405, 0.6842918329930399, 0.7333337079908233, 0.7825923749769572, 0.8312151659920346, 0.8797916249895934, 0.9281416659941897, 0.9764697499922477, 1.024879915989004, 1.0736233329807874, 1.1227018329955172, 1.1718748749990482, 1.2207839159818832, 1.269932582974434, 1.3190239579998888, 1.3685450409830082, 1.4187437499931548, 1.4693318749777973, 1.518869249994168, 1.567971790995216, 1.6170405829907395, 1.666200707986718, 1.7151759580010548, 1.764468624984147, 1.8133588749915361, 1.8626691249955911, 1.911422290984774, 1.9605185829859693, 2.0089818330015987, 2.0578316249884665, 2.106403499987209, 2.1555660409794655, 2.20459216600284, 2.2535981249820907, 2.3028057079936843, 2.3525704159983434, 2.4023589999997057, 2.4520966249983758, 2.5022793329844717, 2.551179832982598, 2.601517707982566, 2.652270790975308, 2.702471999975387, 2.7519483329961076, 2.801809249998769, 2.8517713749897666, 2.906738582998514, 2.955670208000811, 3.004737707989989, 3.0537002079945523, 3.1025015829945914, 3.151913915993646, 3.2017348329827655, 3.2519773329840973, 3.302348165976582, 3.3514925409981515]",0.016865458979737014,165.9033764170017,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,"[0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, 0.008888888888888889, -0.035555555555555556, -0.31333333333333335, -0.47333333333333333, -0.5011111111111111, -0.5, -0.49444444444444446, -0.49, -0.4766666666666667, -0.44666666666666666, -0.41444444444444445, -0.4, -0.39444444444444443, -0.39444444444444443]","[-0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, 0.017777777777777778, 0.2688888888888889, 0.4677777777777778, 0.5, 0.5, 0.49333333333333335, 0.4811111111111111, 0.45555555555555555, 0.4211111111111111, 0.39555555555555555, 0.38555555555555554, 0.38222222222222224, 0.38222222222222224]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018916698172688484, 0.04888787498930469, 0.09814824999193661, 0.14734299998963252, 0.1964623749954626, 0.24573949998011813, 0.29504824997275136, 0.343895749974763, 0.3932009999989532, 0.4416742079774849, 0.4902698749792762, 0.5384721249865834, 0.5870824169833213, 0.6374105829745531, 0.6885075829923153, 0.7394442919758148, 0.790533207997214, 0.8419870829966385, 0.8932069579896051, 0.944441542000277, 0.9950995830004103, 1.0441268329741433, 1.0930116249946877, 1.1421929999778513, 1.1916582499979995, 1.2409722079755738, 1.2901259579812177, 1.339555541984737, 1.3893556669936515, 1.4388785829942208, 1.4882016249757726, 1.5375582079868764, 1.5864357499813195, 1.6363630829728208, 1.685946082987357, 1.7351906249823514]",0.012099999992642552,178.4670703749871,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,"[-0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.29444444444444445, -0.30333333333333334, -0.3433333333333333, -0.39444444444444443, -0.41333333333333333, -0.4177777777777778, -0.4177777777777778, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.4166666666666667, -0.41555555555555557, -0.4122222222222222, -0.4077777777777778, -0.4066666666666667, -0.40555555555555556, -0.40444444444444444, -0.4022222222222222, -0.3988888888888889, -0.39444444444444443, -0.39222222222222225, -0.39111111111111113, -0.39, -0.3888888888888889, -0.3888888888888889, -0.3877777777777778, -0.38555555555555554, -0.37666666666666665, -0.3611111111111111, -0.35444444444444445, -0.3522222222222222, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3511111111111111, -0.3522222222222222, -0.35333333333333333, -0.35444444444444445, -0.35444444444444445]","[0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.23444444444444446, 0.24444444444444444, 0.29, 0.33444444444444443, 0.3466666666666667, 0.3488888888888889, 0.35333333333333333, 0.35444444444444445, 0.35444444444444445, 0.35444444444444445, 0.35444444444444445, 0.35444444444444445, 0.35444444444444445, 0.35444444444444445, 0.35444444444444445, 0.35444444444444445, 0.35444444444444445, 0.35444444444444445, 0.3488888888888889, 0.3433333333333333, 0.3388888888888889, 0.33666666666666667, 0.33555555555555555, 0.33444444444444443, 0.3322222222222222, 0.33, 0.3277777777777778, 0.3277777777777778, 0.3277777777777778, 0.3277777777777778, 0.3277777777777778, 0.3277777777777778, 0.3277777777777778, 0.3277777777777778, 0.3288888888888889, 0.3333333333333333, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.33444444444444443, 0.3333333333333333, 0.3322222222222222, 0.33111111111111113, 0.33, 0.3288888888888889, 0.3288888888888889, 0.33555555555555555, 0.33555555555555555]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018679100321605802, 0.04947012499906123, 0.09833770801196806, 0.14683041599346325, 0.19548666599439457, 0.24474875000305474, 0.29406570800347254, 0.34376662501017563, 0.393666582996957, 0.4427202910010237, 0.4916241250175517, 0.540653291012859, 0.5893098330125213, 0.6384476250095759, 0.6872666660055984, 0.7358435830101371, 0.7850348750071134, 0.8338430000003427, 0.8836199580109678, 0.9332807500031777, 0.9829371660016477, 1.0318062080186792, 1.081038583011832, 1.1305724999983795, 1.179432083008578, 1.228987957991194, 1.2781583330070134, 1.3276490409916732, 1.3769325829925947, 1.4263021660153754, 1.4753723750181962, 1.5242173750011716, 1.5732677080086432, 1.622274124994874, 1.6718919160193764, 1.7211745830136351, 1.7709166659915354, 1.8201536660199054, 1.8697066250024363, 1.919601291010622, 1.968937708006706, 2.018904583004769, 2.068325583008118, 2.11765674999333, 2.166935540997656, 2.2161615410004742, 2.265401583019411, 2.3150336660037283, 2.364200665993849, 2.4133612500154413, 2.463308416015934, 2.513743457995588, 2.563001375005115, 2.613281916012056, 2.663547666015802, 2.7131729579996318, 2.762814874993637, 2.812362208002014, 2.8619188330194447, 2.911724083009176, 2.961628000019118, 3.011554666009033, 3.06179195799632, 3.1123626659973525, 3.162349207996158, 3.2123332080082037, 3.2623612500028685, 3.3126800830068532, 3.362475333007751, 3.4125958750082646, 3.4627891659911256, 3.512753832997987]",0.0011775419989135116,203.67399874998955,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
