games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,"[-0.4011111111111111, -0.4022222222222222, -0.4088888888888889, -0.41333333333333333, -0.41555555555555557, -0.41555555555555557, -0.41555555555555557, -0.41555555555555557, -0.41555555555555557]","[0.4288888888888889, 0.4288888888888889, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.4288888888888889, 0.4288888888888889]","[0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00042170798406004906, 0.050059375003911555, 0.09914849998313002, 0.14843033300712705, 0.19736387499142438, 0.2464199170062784, 0.29531091699027456, 0.34525733298505656, 0.39444579198607244]",0.0328414999821689,219.85984837499564,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,"[-0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.22777777777777777, -0.2288888888888889, -0.2544444444444444, -0.31777777777777777, -0.35333333333333333, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.3622222222222222, -0.35777777777777775, -0.3522222222222222, -0.34555555555555556, -0.33, -0.3188888888888889, -0.31444444444444447, -0.3111111111111111, -0.31, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3088888888888889, -0.3022222222222222, -0.29777777777777775, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.29555555555555557, -0.2966666666666667, -0.2966666666666667, -0.2966666666666667, -0.2966666666666667]","[0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.29888888888888887, 0.33111111111111113, 0.39666666666666667, 0.4311111111111111, 0.4411111111111111, 0.44222222222222224, 0.44222222222222224, 0.44, 0.43333333333333335, 0.4266666666666667, 0.42, 0.4066666666666667, 0.3977777777777778, 0.39444444444444443, 0.39111111111111113, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39, 0.3933333333333333, 0.3977777777777778, 0.3988888888888889, 0.3988888888888889, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.3988888888888889, 0.3977777777777778, 0.3977777777777778, 0.3977777777777778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002008749870583415, 0.049433874984970316, 0.09911266699782573, 0.14838487497763708, 0.1979592089774087, 0.24743195899645798, 0.2978039999725297, 0.34743333398364484, 0.39668116698157974, 0.4451191669795662, 0.4939475839782972, 0.542774916975759, 0.5914489999995567, 0.6399866249994375, 0.6882512919837609, 0.7371627089742105, 0.7863662089803256, 0.83559149998473, 0.8849358749866951, 0.9341179169714451, 0.9831801669788547, 1.0329073749890085, 1.0824731669854373, 1.1330760839919094, 1.1829307499865536, 1.2326588339929003, 1.2823087500000838, 1.332422166975448, 1.3826082089799456, 1.4329061669996008, 1.4827536669909023, 1.532619124976918, 1.5825767919886857, 1.631938624981558, 1.6809787089878228, 1.7304391669749748, 1.7796389589784667, 1.8281389169860631, 1.8768947499920614, 1.925257374998182, 1.9736034169909544, 2.021841666981345, 2.070391208981164, 2.118816624977626, 2.1686234169756062, 2.2202004169812426, 2.271676499978639, 2.322987249994185, 2.3748298339778557, 2.426379416981945, 2.47566366699175, 2.525216874986654, 2.5738093339896295, 2.62318983397563, 2.6720519999798853, 2.7205681249906775, 2.769534416991519, 2.818789333978202, 2.868333583988715, 2.916963333991589, 2.965976083971327, 3.0155739589827135, 3.065116958983708, 3.1147239589772653, 3.1640852089913096, 3.2132767089933623, 3.262654208985623, 3.3113409169891383, 3.3600790839991532, 3.4090721669781487, 3.4577469589712564, 3.5064969999948516, 3.5550782089994755, 3.6035933749808464, 3.6521677499986254, 3.7011653339723125, 3.749589916988043, 3.799271958996542, 3.848512458993355, 3.898188916995423, 3.9477107919810805, 3.997066541982349, 4.046283999981824, 4.095318833977217, 4.144580499996664, 4.194599833979737, 4.243456708994927, 4.291976833977969, 4.340607541991631, 4.389297124987934, 4.437663749995409, 4.4862916249840055, 4.534965958999237, 4.58363024998107, 4.6333101249765605, 4.683575708972057, 4.732722249988001, 4.781730249989778, 4.831094166991534, 4.880547791981371, 4.930390041990904, 4.979557291982928, 5.028850249975221, 5.078093833988532, 5.127606624999316, 5.176583374995971, 5.226197374984622, 5.275173958973028]",0.043337915994925424,244.54490483400878,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,"[-0.4111111111111111, -0.4111111111111111, -0.4122222222222222, -0.41, -0.4088888888888889, -0.4066666666666667, -0.40555555555555556, -0.40555555555555556, -0.40555555555555556]","[0.42, 0.4211111111111111, 0.4211111111111111, 0.4211111111111111, 0.4211111111111111, 0.42, 0.4177777777777778, 0.4177777777777778, 0.4177777777777778]","[0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00042954200762324035, 0.05108987499261275, 0.1014295420027338, 0.1515949580061715, 0.2016725419962313, 0.25170887500280514, 0.3014783330145292, 0.3517880830040667, 0.40229433300555684]",0.009767207986442372,269.65333199998713,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,"[-0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.23222222222222222, -0.2611111111111111, -0.30777777777777776, -0.33111111111111113, -0.3322222222222222, -0.3244444444444444, -0.32222222222222224, -0.32222222222222224, -0.32222222222222224, -0.32222222222222224, -0.32222222222222224, -0.32222222222222224, -0.32222222222222224, -0.32222222222222224, -0.32222222222222224, -0.32222222222222224, -0.32222222222222224, -0.3288888888888889, -0.33555555555555555, -0.34, -0.3422222222222222, -0.3422222222222222]","[0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.29333333333333333, 0.30333333333333334, 0.3233333333333333, 0.33555555555555555, 0.34, 0.3422222222222222, 0.3411111111111111, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.3422222222222222, 0.34555555555555556, 0.35, 0.35]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020779200713150203, 0.04918800000450574, 0.09737925001536496, 0.14674870899762027, 0.19628012500470504, 0.2458085420075804, 0.2950320840172935, 0.3442134590004571, 0.3929877089976799, 0.4413103749975562, 0.48977612500311807, 0.5380345419980586, 0.5863654590211809, 0.6346305420156568, 0.6830037090112455, 0.7451424169994425, 0.7955184589955024, 0.8460288750065956, 0.8959802500030492, 0.9461633340106346, 0.9955713340023067, 1.0446702089975588, 1.0941597500059288, 1.1431460840103682, 1.191996042005485, 1.2403322090103757, 1.2886308750021271, 1.336907417018665, 1.385694541997509, 1.4342427920200862, 1.4827663339965511, 1.5312392500054557, 1.5801884999964386, 1.629461167001864, 1.680029667011695, 1.7326309170166496, 1.7852007090114057, 1.838215209019836, 1.8905820000218228, 1.942731167015154, 1.9955194170179311, 2.048109209019458, 2.097978667006828, 2.1474845000193454, 2.197126417013351, 2.246914334013127, 2.296086375019513, 2.3457676249963697, 2.395162166998489, 2.4443174590123817, 2.4932162089971825, 2.5430730000080075, 2.5930919170205016, 2.6435870840214193, 2.693357667012606, 2.7468054170021787]",0.0479592909978237,290.4462631249917,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,"[-0.4022222222222222, -0.4033333333333333, -0.4111111111111111, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333]","[0.4, 0.4022222222222222, 0.4122222222222222, 0.41555555555555557, 0.4166666666666667, 0.4177777777777778, 0.42, 0.4211111111111111, 0.4211111111111111, 0.4211111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000477084016893059, 0.05037633402389474, 0.0996612920134794, 0.14901412499602884, 0.19829554200987332, 0.24773254201863892, 0.29692037499626167, 0.3462665840052068, 0.3962840840104036, 0.44556012502289377]",0.022818083001766354,306.11081866698805,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,"[-0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.28444444444444444, -0.2877777777777778, -0.33, -0.3788888888888889, -0.40444444444444444, -0.4166666666666667, -0.4222222222222222, -0.42333333333333334, -0.42333333333333334, -0.42333333333333334, -0.42333333333333334, -0.42333333333333334]","[0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.057777777777777775, 0.06666666666666667, 0.16777777777777778, 0.29555555555555557, 0.35555555555555557, 0.37333333333333335, 0.38333333333333336, 0.3933333333333333, 0.4122222222222222, 0.4222222222222222, 0.42333333333333334, 0.42333333333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002092909999191761, 0.04948824999155477, 0.09800195798743516, 0.14751325000543147, 0.19640674997936003, 0.24572145799174905, 0.295265875000041, 0.34461458298028447, 0.39392904099076986, 0.4433724999835249, 0.49275920799118467, 0.5419464999868069, 0.5911591659823898, 0.640618125005858, 0.6901115409855265, 0.739712790993508, 0.7892164579825476, 0.8389703749853652, 0.8889284159813542, 0.9389162909938022, 0.9887224579870235, 1.03797524998663, 1.0875708329840563, 1.1358658749959432]",0.008042417000979185,318.4806298750045,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,"[-0.13777777777777778, -0.13777777777777778, -0.13777777777777778, -0.13777777777777778, -0.13777777777777778, -0.16333333333333333, -0.2222222222222222, -0.29888888888888887, -0.3422222222222222, -0.3711111111111111, -0.3844444444444444, -0.39222222222222225, -0.40444444444444444, -0.41333333333333333, -0.41333333333333333]","[0.29555555555555557, 0.29555555555555557, 0.29555555555555557, 0.29555555555555557, 0.29555555555555557, 0.31222222222222223, 0.35333333333333333, 0.41, 0.42444444444444446, 0.4255555555555556, 0.4255555555555556, 0.4255555555555556, 0.42444444444444446, 0.42444444444444446, 0.42444444444444446]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00021633299184031785, 0.05016637500375509, 0.09934720798628405, 0.14854870800627396, 0.1976994579890743, 0.24722099999780767, 0.2969676250068005, 0.3465000829892233, 0.3955485410115216, 0.44454520801082253, 0.49351770800421946, 0.5426849579962436, 0.5921336660103407, 0.6422331659996416, 0.6912448329967447]",0.03566783299902454,332.062511791999,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,"[-0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.3433333333333333, -0.35, -0.3622222222222222, -0.37666666666666665, -0.3788888888888889, -0.37777777777777777, -0.37777777777777777, -0.37666666666666665, -0.37666666666666665, -0.37666666666666665, -0.37666666666666665, -0.37666666666666665, -0.37666666666666665, -0.37555555555555553, -0.3688888888888889, -0.35333333333333333, -0.3488888888888889, -0.3477777777777778, -0.3511111111111111, -0.35777777777777775, -0.36333333333333334, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556]","[0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.22777777777777777, 0.25, 0.2822222222222222, 0.33, 0.3522222222222222, 0.35777777777777775, 0.35777777777777775, 0.35777777777777775, 0.35555555555555557, 0.35333333333333333, 0.3522222222222222, 0.3511111111111111, 0.35, 0.3488888888888889, 0.3466666666666667, 0.3422222222222222, 0.34, 0.34, 0.3411111111111111, 0.34555555555555556, 0.3488888888888889, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111, 0.3511111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00021579198073595762, 0.049591666989726946, 0.09800174998235889, 0.1469560419791378, 0.1958503339847084, 0.24508549997699447, 0.29452458399464376, 0.3436857089982368, 0.3931681669782847, 0.44261154197738506, 0.4919732499984093, 0.542099458980374, 0.5911245419993065, 0.6401427919918206, 0.6893874169909395, 0.7387762499856763, 0.7881201249838341, 0.8380200419924222, 0.8875559169973712, 0.9375684589904267, 0.9871519589796662, 1.0363220419967547, 1.0857821249810513, 1.1349124999833293, 1.184161041979678, 1.2337166669894941, 1.2832178749958985, 1.3331724999879953, 1.3826136249990668, 1.4323180840001442, 1.4817339169967454, 1.5316081249911804, 1.581755291990703, 1.6313272919796873, 1.681229749985505, 1.7299229589989409, 1.8045409589831252, 1.855732124997303, 1.9061746249790303, 1.9561204999918118, 2.006729249987984, 2.0564769170014188, 2.1066500000015367, 2.156663417001255, 2.20541999998386, 2.254443083977094, 2.303201041999273, 2.3520855419919826, 2.4018734589917585, 2.4511307499778923]",0.04553762500290759,348.4846062499855,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,"[-0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39666666666666667, -0.3988888888888889, -0.4, -0.4]","[0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.43222222222222223, 0.4288888888888889, 0.42777777777777776, 0.42777777777777776]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002318330225534737, 0.048695541016058996, 0.09762850002152845, 0.14676587501890026, 0.19523887502145953, 0.24295979100861587, 0.2914957080211025, 0.34016387502197176, 0.38886166602605954, 0.4375781250128057, 0.48633441602578387, 0.5346787910093553, 0.5834667500166688, 0.6338088750198949, 0.683642583026085, 0.7339401250064839, 0.7835501250228845]",0.011519333987962455,355.00303808398894,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,"[-0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39111111111111113, -0.39666666666666667, -0.4066666666666667, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41444444444444445, -0.41444444444444445, -0.41555555555555557, -0.41555555555555557]","[0.36333333333333334, 0.36333333333333334, 0.36333333333333334, 0.36333333333333334, 0.36333333333333334, 0.36333333333333334, 0.36333333333333334, 0.36666666666666664, 0.38, 0.39222222222222225, 0.3933333333333333, 0.3933333333333333, 0.3933333333333333, 0.39666666666666667, 0.4033333333333333, 0.4033333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00021899997955188155, 0.05011420798837207, 0.09932216699235141, 0.1484678749984596, 0.19773495799745433, 0.24695208299090154, 0.2965536669944413, 0.346150083001703, 0.3955154169816524, 0.4449808329809457, 0.49396854199585505, 0.5437404580006842, 0.5940383329871111, 0.6438460419885814, 0.6934475000016391, 0.7423661669890862]",0.04051958298077807,374.19201233400963,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,"[-0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.014444444444444444, -0.03777777777777778, -0.21555555555555556, -0.4033333333333333, -0.45555555555555555, -0.45555555555555555, -0.45555555555555555, -0.45555555555555555, -0.45222222222222225, -0.4288888888888889, -0.40444444444444444, -0.4, -0.4]","[-0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, -0.0033333333333333335, 0.0011111111111111111, 0.12555555555555556, 0.31333333333333335, 0.3811111111111111, 0.3811111111111111, 0.3811111111111111, 0.3811111111111111, 0.38666666666666666, 0.4111111111111111, 0.4211111111111111, 0.42, 0.42]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00022691700723953545, 0.0492811250151135, 0.09829749999335036, 0.14718916700803675, 0.1965004579978995, 0.2458821670152247, 0.29551320799509995, 0.34660604200325906, 0.39647929201601073, 0.44590233301278204, 0.4954244580003433, 0.5454968750127591, 0.5962869579961989, 0.6467764580156654, 0.6970426670159213, 0.7466067920031492, 0.7964140830154065, 0.8464300830091815, 0.8969747500086669, 0.9473292500188109, 0.9969645829987712, 1.0472349580086302, 1.09641837500385, 1.146777292015031]",0.012308541976381093,385.7026801669854,,,,353140,001,2023-10-16_14h31.20.910,WythoffsHumanExp,2023.1.3,None,
