trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.824700790981296,11.43297037499724,12.430093665985623,13.471675082982983,508024,001,2023-09-20_10h27.08.085,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,14.464366041007452,18.06566920800833,19.104360208002618,20.09911358298268,508024,001,2023-09-20_10h27.08.085,WythoffsHumanExp,2023.1.3,None,
,,,,21.10989774999325,22.01733620799496,,,,,,,,,
