trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.11989599998924,12.71820237499196,13.723758499982068,14.720021332992474,282812,001,2023-09-22_11h16.30.080,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,15.725570707989391,19.814758291002363,20.855684415990254,21.852415250003105,282812,001,2023-09-22_11h16.30.080,WythoffsHumanExp,2023.1.3,None,
,,,,22.860281415982172,24.605993707984453,,,,,,,,,
