games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.036411250010133,8.036411250010133,8.036411250010133,11.030936625029426,11.030936625029426,,,,,,,
