practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,imagine_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2024-01-10_14h36.14.728,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2024-01-10_14h36.14.728,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.820774625011836,,,,,,,,,,,,,0,0,2024-01-10_14h36.14.728,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0.01770970900543034,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.023333333333333334, -0.07777777777777778, -0.15555555555555556, -0.2311111111111111, -0.29555555555555557, -0.3288888888888889, -0.34444444444444444, -0.3477777777777778, -0.3488888888888889, -0.35, -0.35]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.03666666666666667, 0.10111111111111111, 0.1922222222222222, 0.29, 0.3622222222222222, 0.39222222222222225, 0.3977777777777778, 0.4011111111111111, 0.4033333333333333, 0.4033333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001764170010574162, 0.04964933299925178, 0.09940474999893922, 0.14856283299741335, 0.19811583300179336, 0.24709395799436606, 0.29644000000553206, 0.3460572920012055, 0.3954062919947319, 0.44475608300126623, 0.49408950000361074, 0.5444379580003442, 0.5945585419976851, 0.644297374994494, 0.6947170829953393, 0.7445906670036493, 0.7947622920037247, 0.8452753750025295]",56.745237082999665,47.52362158300821,,,,0,0,2024-01-10_14h36.14.728,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],63.82796833300381,,,,,0,0,2024-01-10_14h36.14.728,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2024-01-10_14h36.14.728,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3744437500136,,,0,0,2024-01-10_14h36.14.728,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2024-01-10_14h36.14.728,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.55729937501019,95.9660445000045,,,,,,,
