trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10.024310457985848,368.2228071670106,369.2596715829859,370.2294365830021,679686,001,2023-09-22_10h54.41.497,WythoffsHumanExp,2023.1.3,None,
