trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,7.689810417010449,9.262349292024737,10.258542667026632,11.296861083013937,010793,001,2023-09-22_11h14.41.644,WythoffsHumanExp,2023.1.3,59.922968890376424,
1,0,1,0,12.301645292027388,15.634827166999457,16.642968667001696,17.648967167013325,010793,001,2023-09-22_11h14.41.644,WythoffsHumanExp,2023.1.3,59.922968890376424,
