games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,279.57863749998796,,,,,,,,,,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,0.049632790993200615,"[-0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333]","[0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333]","[0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017408299027010798, 0.04850279100355692, 0.09659200000169221, 0.14514787499501836, 0.1934710829955293, 0.24171770799148362, 0.2896644159918651, 0.3391386659932323, 0.3883453750022454]",,,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,285.990373749999,,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,,[],[],[],[],[],[],,,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,,,,,0.01995254099892918,"[0.6344444444444445, 0.6344444444444445, 0.6344444444444445, 0.6344444444444445, 0.6077777777777778, 0.5077777777777778, 0.2777777777777778, 0.14444444444444443, 0.11222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.09444444444444444, 0.015555555555555555, -0.10666666666666667, -0.18, -0.19555555555555557, -0.19555555555555557, -0.19555555555555557, -0.19555555555555557, -0.19555555555555557, -0.2111111111111111, -0.29777777777777775, -0.3811111111111111, -0.41555555555555557, -0.42444444444444446, -0.4255555555555556, -0.4255555555555556, -0.4266666666666667, -0.4255555555555556, -0.42333333333333334, -0.4222222222222222, -0.4222222222222222, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111]","[0.017777777777777778, 0.017777777777777778, 0.017777777777777778, 0.017777777777777778, 0.017777777777777778, 0.016666666666666666, 0.014444444444444444, 0.014444444444444444, 0.014444444444444444, 0.014444444444444444, 0.014444444444444444, 0.014444444444444444, 0.014444444444444444, 0.016666666666666666, 0.03, 0.06666666666666667, 0.09888888888888889, 0.10777777777777778, 0.10777777777777778, 0.10777777777777778, 0.10777777777777778, 0.10777777777777778, 0.11222222222222222, 0.14777777777777779, 0.19, 0.21, 0.21666666666666667, 0.21777777777777776, 0.21777777777777776, 0.21888888888888888, 0.2222222222222222, 0.22444444444444445, 0.22444444444444445, 0.22444444444444445, 0.22444444444444445, 0.22444444444444445, 0.22444444444444445]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00024391699116677046, 0.04883204199722968, 0.09765179199166596, 0.14667379199818242, 0.1955584590032231, 0.24482845899183303, 0.29372879199218005, 0.34262729198962916, 0.3914554590010084, 0.43999316699046176, 0.4883647919923533, 0.5366073339973809, 0.5852808749914402, 0.6342604169913102, 0.6833912919973955, 0.732484124993789, 0.781586333992891, 0.8304554170026677, 0.8796177920012269, 0.9279357089981204, 0.9764377499959664, 1.0255611250031507, 1.074462833988946, 1.1238733749923995, 1.1731219590001274, 1.2222837500012247, 1.271344875000068, 1.3208149999991292, 1.3698910419916501, 1.418999542001984, 1.4682577499916079, 1.5172362919984153, 1.5666551670001354, 1.6155632919981144, 1.664562374993693, 1.7131810419959947, 1.7623106249957345]",,,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,297.64410354199936,,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,298.316536082988,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,560008,001,2023-10-12_14h55.33.660,WythoffsHumanExp,2023.1.3,None,
