games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,button_label.started,status_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.570666000014171,,808073,001,2023-09-26_14h44.11.336,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,808073,001,2023-09-26_14h44.11.336,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,808073,001,2023-09-26_14h44.11.336,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,75.04783766699256,,,,,,,
