games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,end_blue.started,end_red.started,feedback_win.started,feedback_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8.376757999998517,8.376757999998517,8.376757999998517,11.35548591701081,11.35548591701081,16.834225708968006,17.84000945900334,19.090703166963067,,,,,606382,001,2023-09-25_15h00.20.266,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,20.088776624994352,20.088776624994352,20.875443917000666,,,,,,,606382,001,2023-09-25_15h00.20.266,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,21.91200245899381,21.91200245899381,22.671313749975525,22.671313749975525,606382,001,2023-09-25_15h00.20.266,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,24.68864800001029,24.68864800001029,24.68864800001029,,,,27.705798499984667,28.964521209010854,,,,,606382,001,2023-09-25_15h00.20.266,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,29.961195959011093,29.961195959011093,33.10854174999986,34.15139683400048,35.365005792002194,,,,,606382,001,2023-09-25_15h00.20.266,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,2,0,2,0,,,,36.36230329197133,36.36230329197133,37.27918374998262,38.31674933398608,39.56898541696137,,,,,606382,001,2023-09-25_15h00.20.266,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,40.56896437500836,40.56896437500836,41.27930233400548,41.27930233400548,606382,001,2023-09-25_15h00.20.266,WythoffsHumanExp,2023.1.3,None,
