practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263357,002,2024-02-05_12h56.43.771,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263357,002,2024-02-05_12h56.43.771,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.942688750001253,,,,,,,,,,,,,263357,002,2024-02-05_12h56.43.771,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0.016917875000217464,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.024444444444444446, -0.12333333333333334, -0.24888888888888888, -0.3411111111111111, -0.37222222222222223, -0.3888888888888889, -0.3977777777777778, -0.4011111111111111, -0.4022222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012222222222222223, 0.06888888888888889, 0.15222222222222223, 0.21222222222222223, 0.23444444444444446, 0.24666666666666667, 0.24888888888888888, 0.24888888888888888, 0.24888888888888888]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017225000192411244, 0.049436000001151115, 0.0977411249987199, 0.14617933399858885, 0.19475100000272505, 0.24402041699795518, 0.29346366700337967, 0.3428299590013921, 0.39217425000242656, 0.4422137500005192, 0.49171033399761654, 0.5408149590002722, 0.5900586249990738, 0.6395918339985656, 0.6889533339999616]",151.92086674999882,98.21794166600012,,,,263357,002,2024-02-05_12h56.43.771,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,0.02706074999878183,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0011111111111111111, -0.04888888888888889, -0.1622222222222222, -0.26, -0.31333333333333335, -0.3411111111111111, -0.35777777777777775, -0.37555555555555553, -0.39, -0.39222222222222225, -0.39222222222222225]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028888888888888888, 0.08888888888888889, 0.1411111111111111, 0.16555555555555557, 0.17444444444444446, 0.18, 0.18555555555555556, 0.18555555555555556, 0.18666666666666668, 0.18666666666666668]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018000000272877514, 0.04939208300493192, 0.09836329100653529, 0.14670887499960372, 0.195148083003005, 0.24432208300277125, 0.29312479100190103, 0.3413207080011489, 0.3888879160003853, 0.43701675000193063, 0.4851731250018929, 0.5339747910038568, 0.5824967500011553, 0.6311256250046426, 0.679135625003255, 0.727286166002159, 0.7754704160033725, 0.8231686250001076, 0.871443583004293, 0.9201958750054473, 0.9686770410044119, 1.0181817910051905, 1.068794250000792, 1.1180132910012617, 1.166960916001699, 1.2169043329995475, 1.2665122910038917, 1.3160994160061819, 1.3654055830047582, 1.4154188750035246, 1.4650687910034321, 1.5136193330035894]",161.87303895800142,,,,,263357,002,2024-02-05_12h56.43.771,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263357,002,2024-02-05_12h56.43.771,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263357,002,2024-02-05_12h56.43.771,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.95761879099882,,,263357,002,2024-02-05_12h56.43.771,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.07022933300323,190.54043058300158,,,,,,,
