trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10.351892209000653,12.718011916993419,13.74632466697949,14.723240499995882,743529,001,2023-09-22_12h28.44.408,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,15.746871749986894,17.28802233398892,18.315583124989644,19.289241374994162,743529,001,2023-09-22_12h28.44.408,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,20.313194999995176,21.85367512499215,22.895051583996974,23.884650374995545,743529,001,2023-09-22_12h28.44.408,WythoffsHumanExp,2023.1.3,None,
