games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,end_blue.started,end_red.started,feedback_win.started,feedback_lose.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8.53725466702599,8.53725466702599,8.53725466702599,11.518017459020484,12.784424917015713,,,,,,,,415601,001,2023-09-25_14h49.52.320,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,16.83556741703069,18.089778458990622,13.809377584024332,13.809377584024332,15.833695959008764,,,,,415601,001,2023-09-25_14h49.52.320,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,19.092085124982987,19.092085124982987,19.79711350001162,19.79711350001162,415601,001,2023-09-25_14h49.52.320,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,21.853327333985362,21.853327333985362,21.853327333985362,27.92014758399455,29.186442749982234,24.85732187499525,24.85732187499525,26.912142083980143,,,,,415601,001,2023-09-25_14h49.52.320,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,30.204012166999746,30.204012166999746,30.91311941697495,30.91311941697495,415601,001,2023-09-25_14h49.52.320,WythoffsHumanExp,2023.1.3,None,
