trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.886550415976672,11.307068040972808,12.343641040992225,13.321197415993083,954659,001,2023-09-22_11h00.58.198,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,14.305323957989458,17.217051915999036,18.245183915976668,19.223081290983828,954659,001,2023-09-22_11h00.58.198,WythoffsHumanExp,2023.1.3,None,
,,,,20.254102957987925,47.41323549998924,,,,,,,,,
