games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,status_text.started,next_mouse.started,next_mouse.x,next_mouse.y,next_mouse.leftButton,next_mouse.midButton,next_mouse.rightButton,next_mouse.time,next_mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,588795,001,2023-09-26_14h02.37.247,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,588795,001,2023-09-26_14h02.37.247,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,,,,,,,588795,001,2023-09-26_14h02.37.247,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,22.574058790982235,0.03268608299549669,[-0.08777777777777777],[-0.021111111111111112],[1],[0],[0],[24.911525750008877],['button'],588795,001,2023-09-26_14h02.37.247,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,588795,001,2023-09-26_14h02.37.247,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,56.12983491597697,0.020520665973890573,[-0.057777777777777775],[-0.024444444444444446],[1],[0],[0],[8.705390500021167],['button'],588795,001,2023-09-26_14h02.37.247,WythoffsHumanExp,2023.1.3,None,
