games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,500491,001,2023-10-05_16h15.32.812,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,500491,001,2023-10-05_16h15.32.812,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,10.25621641700036,500491,001,2023-10-05_16h15.32.812,WythoffsHumanExp,2023.1.3,None,
