practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,section_3_text.started,nim_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.088854209000004,,,,,,,,,,,,,,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017377957999997307,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.022222222222222223, -0.09666666666666666, -0.20666666666666667, -0.29777777777777775, -0.33444444444444443, -0.3522222222222222, -0.3611111111111111, -0.3688888888888889, -0.37222222222222223, -0.37222222222222223, -0.37444444444444447, -0.37444444444444447, -0.3788888888888889, -0.38222222222222224, -0.3844444444444444, -0.38555555555555554]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.11, 0.2311111111111111, 0.32222222222222224, 0.36, 0.37555555555555553, 0.3811111111111111, 0.38555555555555554, 0.38666666666666666, 0.38555555555555554, 0.38555555555555554, 0.38555555555555554, 0.3888888888888889, 0.39222222222222225, 0.3933333333333333, 0.39444444444444443]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018033300000297459, 0.051442207999997436, 0.10040470799998502, 0.1494465410000032, 0.19866149999998584, 0.2474917079999841, 0.2969026250000013, 0.3461168329999964, 0.3957842079999807, 0.4452335000000005, 0.49451604099999713, 0.5430802500000027, 0.591411375000007, 0.6411714580000023, 0.6910747499999843, 0.7411442079999802, 0.791323833000007, 0.8412618749999865, 0.890446207999986, 0.9402878749999957, 0.9907574160000081, 1.0410001249999823, 1.0916812499999935, 1.1415204159999917, 1.1909972910000022, 1.2417317910000065, 1.2919306659999847, 1.341698665999985, 1.3917616660000078, 1.4417592909999826]",66.12031091700001,52.027275667,,,,,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058755041999972946,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02, -0.08888888888888889, -0.16666666666666666, -0.24666666666666667, -0.3011111111111111, -0.3422222222222222, -0.3788888888888889, -0.39444444444444443, -0.4033333333333333, -0.4066666666666667, -0.4066666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008888888888888889, 0.042222222222222223, 0.08777777777777777, 0.1288888888888889, 0.15444444444444444, 0.16666666666666666, 0.17555555555555555, 0.17777777777777778, 0.17888888888888888, 0.18222222222222223, 0.18222222222222223]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001801249999857646, 0.050902374999964195, 0.10102179199998318, 0.15062379199997622, 0.20126158400000804, 0.25140595900001017, 0.30215729200000396, 0.3520664999999781, 0.4027894590000187, 0.4537427920000141, 0.5042106669999953, 0.5543460839999739, 0.6044385419999685, 0.6564764589999754, 0.7083071249999762, 0.7605890419999923, 0.8126913749999858, 0.8651050839999925, 0.9177371669999843, 0.9712521669999887, 1.021412249999969]",75.46603716700002,,,,,,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.58222920899999,,,,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01753908300003104,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0033333333333333335, -0.06777777777777778, -0.21333333333333335, -0.28555555555555556, -0.30666666666666664, -0.30666666666666664, -0.30666666666666664, -0.30666666666666664, -0.33, -0.37333333333333335, -0.4011111111111111, -0.4122222222222222, -0.41444444444444445, -0.41444444444444445]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.07222222222222222, 0.23, 0.3233333333333333, 0.3488888888888889, 0.3488888888888889, 0.3488888888888889, 0.3488888888888889, 0.36666666666666664, 0.4033333333333333, 0.4255555555555556, 0.43333333333333335, 0.43444444444444447, 0.43444444444444447]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001897910000252523, 0.051881458000025305, 0.10153329100000974, 0.15165579099999604, 0.20163791600003833, 0.2517056249999996, 0.3015987500000392, 0.353157791000001, 0.4033859580000012, 0.45336825000003955, 0.5032417500000292, 0.5527770000000487, 0.6031760410000402, 0.6534180000000447, 0.7033716250000452, 0.7526383750000036, 0.8028051660000415, 0.8534789580000393, 0.904487166000024, 0.9553398330000391, 1.0050825410000357, 1.0544904160000215, 1.1040770410000391, 1.1535234160000414, 1.2052524160000075, 1.2551458750000393, 1.3051397500000235, 1.3556088330000193, 1.404899499999999, 1.4555742500000406, 1.5049060000000054]",125.36583066700001,,,77.54795441700003,99.73341270899999,,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.19398237500002,,,120809,001,2024-02-01_10h52.18.759,WythoffsHumanExp,2023.1.3,None,
