practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,tutorial_games.thisRepN,tutorial_games.thisTrialN,tutorial_games.thisN,tutorial_games.thisIndex,tutorial_turns.thisRepN,tutorial_turns.thisTrialN,tutorial_turns.thisN,tutorial_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,section_3_text.started,nim_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.045093084001564,,,,,,,,,,,,,,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017050542002834845,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.013333333333333334, -0.09888888888888889, -0.17555555555555555, -0.24555555555555555, -0.29555555555555557, -0.3288888888888889, -0.3477777777777778, -0.35888888888888887, -0.37, -0.38222222222222224, -0.39111111111111113, -0.3988888888888889, -0.4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0044444444444444444, 0.042222222222222223, 0.07222222222222222, 0.10444444444444445, 0.13444444444444445, 0.16444444444444445, 0.18666666666666668, 0.2011111111111111, 0.21333333333333335, 0.22111111111111112, 0.22444444444444445, 0.2311111111111111, 0.23222222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018025000099441968, 0.04953666700021131, 0.09728358400025172, 0.14519916700010072, 0.19358787500095787, 0.24209104200053844, 0.29056504199979827, 0.33937833399977535, 0.3878912920008588, 0.43656858400208876, 0.4849826249992475, 0.5335622090024117, 0.5821225420004339, 0.6306997089996003, 0.6796207090010284, 0.7281603750016075, 0.7772572089997993, 0.8255188750008529]",55.64213070900223,44.46051187500052,,,,,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037531583999225404,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015555555555555555, -0.07444444444444444, -0.17, -0.25333333333333335, -0.31444444444444447, -0.3422222222222222, -0.3622222222222222, -0.38333333333333336, -0.40555555555555556, -0.42, -0.42333333333333334, -0.42333333333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.03777777777777778, 0.09, 0.11777777777777777, 0.13333333333333333, 0.14222222222222222, 0.14555555555555555, 0.14666666666666667, 0.14888888888888888, 0.16111111111111112, 0.16777777777777778, 0.1688888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001744170003803447, 0.04880150000099093, 0.0969476249993022, 0.14543595800205367, 0.19339679200129467, 0.2414163749999716, 0.28932470800282317, 0.3373762080009328, 0.38521979200231726, 0.4328938750004454, 0.4807810830025119, 0.5286182500021823, 0.5766927500008023, 0.6246762920018227, 0.6724917080027808, 0.7207785419996071, 0.7684789580016513, 0.8162556250026682, 0.8643339580012253, 0.912481667000975, 0.9604086670005927, 1.0083132500003558, 1.0560995830019237, 1.1045881249992817, 1.152782417000708, 1.2014463750019786, 1.2501873330002127, 1.298911958001554, 1.3480046250006126, 1.3968760829993698, 1.4456577080018178, 1.494461083002534, 1.543215166999289, 1.592110417001095, 1.640948958000081, 1.690195750001294, 1.740003582999634, 1.7894070000002102]",65.58964766700228,,,,,,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.51441145900026,,,,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031459333000384504,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012222222222222223, -0.07222222222222222, -0.19777777777777777, -0.30777777777777776, -0.3511111111111111, -0.36444444444444446, -0.36777777777777776, -0.37222222222222223, -0.37555555555555553, -0.37777777777777777, -0.38222222222222224, -0.39222222222222225, -0.39666666666666667, -0.3988888888888889, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.05555555555555555, 0.1411111111111111, 0.20222222222222222, 0.22555555555555556, 0.23333333333333334, 0.23777777777777778, 0.24333333333333335, 0.24555555555555555, 0.24444444444444444, 0.2411111111111111, 0.23666666666666666, 0.23555555555555555, 0.23555555555555555, 0.23666666666666666, 0.23777777777777778, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889, 0.2388888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019291699936729856, 0.048831167001480935, 0.09691816700069467, 0.14509383299809997, 0.19305783299932955, 0.24079324999911478, 0.2888833329998306, 0.33678620800128556, 0.3852170419995673, 0.43354387499857694, 0.48210629199820687, 0.5299925420004001, 0.5781510829983745, 0.6260467499996594, 0.674021916998754, 0.7222500829993805, 0.7703417080010695, 0.8180056249984773, 0.865823416999774, 0.9139030000005732, 0.9617573750001611, 1.0094137080013752, 1.057223708001402, 1.105601208000735, 1.1534736670000711, 1.2017919169993547, 1.249810624998645, 1.2979279999999562, 1.3460974170011468, 1.3943917920005333, 1.442809957999998, 1.491414000000077, 1.53967158299929, 1.5874548749998212, 1.63557949999813, 1.6833203329988464, 1.7314167080003244, 1.7791655830005766, 1.827212000000145, 1.875313874999847, 1.923727166999015, 1.972476374998223, 2.0211089170006744, 2.0706128749989148, 2.119651166998665, 2.1689181250003458, 2.2178278749997844, 2.2664375419990392, 2.3153053329988325, 2.3640493329985475, 2.412924791999103, 2.4614331669981766, 2.5101710419985466, 2.558538249999401, 2.6074626250010624, 2.6567104579989973, 2.7059210000006715, 2.753903624998202, 2.8029475000003004, 2.8510137919984118, 2.8994318330005626, 2.947264416998223, 2.9952911250002217, 3.04325874999995, 3.09142808300021, 3.139938666998205, 3.188270416998421, 3.2370432499992603, 3.2859302920005575, 3.3344324999998207, 3.38289737499872, 3.434220708000794, 3.4834232499997597, 3.5320065829982923, 3.581088708000607, 3.6294545419987116, 3.6777619579988823, 3.7263372499983234, 3.7747288749997097, 3.8230116669983545, 3.871756542001094, 3.9202035419984895, 3.96865791700111, 4.017430542000511, 4.065636374998576, 4.113876625000557, 4.162308582999685, 4.21085654199851, 4.258887042000424, 4.307079582998995, 4.35544229199877, 4.4038304169989715, 4.452737457999319, 4.5010395829995105, 4.549529457999597, 4.598053041998355, 4.6464160830000765, 4.695044832998974, 4.743728707999253, 4.791776582998864, 4.84022858300159, 4.888342999998713, 4.936645582998608, 4.984864041998662, 5.032803499998408, 5.080911332999676, 5.128900332998455, 5.177207249998901, 5.225266792000184, 5.273504666998633, 5.321448833001341, 5.369588666999334, 5.4177953750004235, 5.466361582999525, 5.5142972499997995, 5.562422541999695, 5.611224042000686, 5.659799417000613, 5.708138375000999, 5.756901417000336, 5.805617833000724]",122.11750783400203,,,67.74613850000242,92.51623516700056,,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.07875441700162,,,596207,001,2024-02-03_15h21.54.480,WythoffsHumanExp,2023.1.3,None,
