trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.419163332990138,8.419163332990138,33.17261108299135,34.21052074999898,35.19564108297345,006668,001,2023-09-22_12h40.04.726,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,36.19281033298466,36.19281033298466,39.639321499998914,40.6821042499796,41.67082354097511,006668,001,2023-09-22_12h40.04.726,WythoffsHumanExp,2023.1.3,None,
,,,,42.677002957992954,42.677002957992954,44.23928720797994,,,,,,,,,
