practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,imagine_text.started,section_2_text.started,section_3_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.050253875000635,,,,,,,,,,,,,,,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042662416002713144,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016666666666666666, -0.06444444444444444, -0.16444444444444445, -0.24444444444444444, -0.29555555555555557, -0.31777777777777777, -0.3244444444444444, -0.3244444444444444, -0.3244444444444444, -0.3244444444444444, -0.3244444444444444, -0.3211111111111111, -0.31666666666666665, -0.31444444444444447, -0.31333333333333335, -0.31333333333333335]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024444444444444446, 0.08888888888888889, 0.2511111111111111, 0.3477777777777778, 0.38222222222222224, 0.4033333333333333, 0.41333333333333333, 0.41555555555555557, 0.41555555555555557, 0.41555555555555557, 0.41555555555555557, 0.41555555555555557, 0.41555555555555557, 0.41555555555555557, 0.41555555555555557, 0.41555555555555557]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017633299285080284, 0.04842541599646211, 0.09595995799463708, 0.14432474999921396, 0.1924754999927245, 0.24071874999208376, 0.2887522909877589, 0.33645350000006147, 0.3842196659970796, 0.43248312499781605, 0.48065483299433254, 0.5288756659865612, 0.5777663749904605, 0.6260117499914486, 0.6741603749978822, 0.7226176249969285, 0.7708227499970235, 0.8190993329917546, 0.8671388329967158, 0.9149398329900578, 0.9633796659909422, 1.0122775409981841, 1.060537540994119, 1.108470999999554, 1.157209665994742, 1.2058732499863254]",58.896480374998646,48.367468874988845,,,,,,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005518749967450276,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0033333333333333335, -0.04, -0.09, -0.12444444444444444, -0.15222222222222223, -0.1711111111111111, -0.18555555555555556, -0.2011111111111111, -0.21555555555555556, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.07333333333333333, 0.17555555555555555, 0.2477777777777778, 0.3188888888888889, 0.3511111111111111, 0.36777777777777776, 0.38333333333333336, 0.3977777777777778, 0.40555555555555556, 0.4077777777777778, 0.4077777777777778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001797500008251518, 0.048270165993017145, 0.09593379098805599, 0.14373316599812824, 0.19102874999225605, 0.23795541599974968, 0.2850136659981217, 0.3330427909968421, 0.3809340000007069, 0.42888804100221023, 0.47690770799817983, 0.5249852499982808, 0.5730584580014693, 0.6217772079980932, 0.6699838749918854, 0.7187735409970628, 0.7673865830001887, 0.8154967909940751, 0.8636882079881616, 0.9128533329931088, 0.9611516659933841]",70.52045245798945,,,,,,,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.33527949999552,,,,,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0.0006410419882740825,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0044444444444444444, -0.052222222222222225, -0.12333333333333334, -0.16, -0.17555555555555555, -0.18, -0.18444444444444444, -0.20666666666666667, -0.25555555555555554, -0.30777777777777776, -0.3388888888888889, -0.36444444444444446, -0.37666666666666665, -0.38222222222222224, -0.38666666666666666, -0.39111111111111113, -0.3977777777777778, -0.4022222222222222, -0.4033333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.10111111111111111, 0.22333333333333333, 0.27111111111111114, 0.2866666666666667, 0.2877777777777778, 0.28555555555555556, 0.2922222222222222, 0.3111111111111111, 0.3411111111111111, 0.36, 0.37444444444444447, 0.3811111111111111, 0.38222222222222224, 0.3844444444444444, 0.3877777777777778, 0.39444444444444443, 0.3988888888888889, 0.3988888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001957500062417239, 0.048569792008493096, 0.09719029199914075, 0.14598454200313427, 0.19321204200969078, 0.2413074170035543, 0.29007337499933783, 0.3413907089998247, 0.39104166701145004, 0.43915475001267623, 0.48775245901197195, 0.5361341670068214, 0.5850892090093112, 0.6340374170104042, 0.6824437090108404, 0.7302985840069596, 0.7783082500100136, 0.8262992500094697, 0.8744633340102155, 0.9231787500029895, 0.9723348750121659, 1.0210249590018066, 1.0692354170023464, 1.1177332090010168, 1.1663398750097258, 1.2154548340040492, 1.2638678340008482]",203.3290999999881,,,73.1350719579932,94.43490599999495,117.35179483299726,,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,0.04588183399755508,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011111111111111111, 0.0044444444444444444, 0.006666666666666667, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.005555555555555556, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0033333333333333335, 0.0022222222222222222, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0011111111111111111, 0.0022222222222222222, 0.0022222222222222222, 0.0022222222222222222, 0.0033333333333333335, 0.0033333333333333335, 0.0044444444444444444, 0.005555555555555556, 0.006666666666666667, 0.006666666666666667, 0.006666666666666667, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.0077777777777777776, 0.006666666666666667, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.042222222222222223, 0.12111111111111111, 0.16111111111111112, 0.1711111111111111, 0.1711111111111111, 0.1711111111111111, 0.1711111111111111, 0.1711111111111111, 0.1711111111111111, 0.1711111111111111, 0.1711111111111111, 0.1711111111111111, 0.1711111111111111, 0.1711111111111111, 0.23, 0.2788888888888889, 0.2966666666666667, 0.29777777777777775, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.29777777777777775, 0.30777777777777776, 0.3211111111111111, 0.33444444444444443, 0.3422222222222222, 0.34444444444444444, 0.34555555555555556, 0.34555555555555556, 0.34555555555555556, 0.3466666666666667, 0.3477777777777778, 0.35, 0.3522222222222222, 0.35444444444444445, 0.35555555555555557, 0.3566666666666667, 0.35888888888888887, 0.3611111111111111, 0.36333333333333334, 0.3655555555555556, 0.3688888888888889, 0.37444444444444447, 0.3811111111111111, 0.38666666666666666, 0.39, 0.3933333333333333, 0.39444444444444443, 0.39555555555555555, 0.39666666666666667, 0.3977777777777778, 0.3988888888888889, 0.3988888888888889, 0.4, 0.4, 0.4, 0.4, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222, 0.4022222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020275000133551657, 0.04795183299575001, 0.09562766599992756, 0.1435213329968974, 0.1916532500035828, 0.2393046250072075, 0.28693720800220035, 0.3340497909957776, 0.38189658299961593, 0.4304235830059042, 0.4777371660020435, 0.5260101250023581, 0.5737740830081748, 0.6212818750063889, 0.6694331250037067, 0.7173084579990245, 0.76562304100662, 0.8140802499983693, 0.8623267079965444, 0.9107451659947401, 0.9589503330062144, 1.0072105410072254, 1.0550520410033641, 1.1025782079959754, 1.1502923329971964, 1.1980736249970505, 1.2467903750075493, 1.295768958007102, 1.3430388330016285, 1.3907387079962064, 1.4389972079952713, 1.4874647079996066, 1.5355309580045287, 1.5842321660020389, 1.633203457997297, 1.6815252910018899, 1.7299010830029147, 1.7779478750017006, 1.82666366599733, 1.874817541000084, 1.922920041004545, 1.9712548749957932, 2.0198119160049828, 2.0684631659969455, 2.1167345410067355, 2.1647701250039972, 2.213477540994063, 2.2616206249949755, 2.310018999996828, 2.3583359159965767, 2.4063772079971386, 2.454489083000226, 2.5028532080032164, 2.550995708006667, 2.5993199160002405, 2.648186791004264, 2.696491374998004, 2.745377790997736, 2.793624166006339, 2.841974666007445, 2.8902737080061343, 2.939010000001872, 2.9873954159993446, 3.036347333007143, 3.085278291007853, 3.1334534579946194, 3.182971208007075, 3.231830999997328, 3.280155458007357, 3.328158791002352, 3.3765755409986014, 3.4247668750031153, 3.472769790998427, 3.5209541250078473, 3.568917083000997, 3.616957000005641, 3.6651831659983145, 3.714107374995365, 3.762587999997777, 3.8106176250003045, 3.858719124997151, 3.9067741250037216, 3.955237083006068, 4.003239333003876, 4.051412707995041, 4.1002374999952735, 4.147772041003918, 4.195534083002713, 4.243328458003816, 4.291170374999638, 4.3393031250016065, 4.387918458000058, 4.436041458000545, 4.483844916001544, 4.5316630830056965, 4.579558375000488, 4.627511790997232, 4.675902375005535, 4.724135166004999]",216.56683433298895,,,,,,,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.68293383299897,1,0,2024-01-10_11h35.46.581,WythoffsHumanExp,2023.1.3,None,
