board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,up_left_arrow.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,973412,001,2023-09-27_14h45.44.666,WythoffsHumanExp,2023.1.3,None,
10.426638624980114,10.426638624980114,10.426638624980114,10.426638624980114,10.426638624980114,10.426638624980114,10.426638624980114,10.426638624980114,10.426638624980114,,,,,,,
