games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567290,001,2023-10-16_14h25.15.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567290,001,2023-10-16_14h25.15.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,11.10382866699365,,,,,,,,,,,,567290,001,2023-10-16_14h25.15.748,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"[-0.40444444444444444, -0.40444444444444444, -0.4111111111111111, -0.41333333333333333, -0.4166666666666667, -0.4222222222222222, -0.43333333333333335, -0.44, -0.44, -0.44]","[0.3488888888888889, 0.35, 0.35777777777777775, 0.36666666666666664, 0.37777777777777777, 0.3877777777777778, 0.39666666666666667, 0.4022222222222222, 0.4066666666666667, 0.4066666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0005164169997442514, 0.051169666985515505, 0.10099045798415318, 0.1504443750018254, 0.1999524169950746, 0.24957812498905696, 0.29935437499079853, 0.34898870799224824, 0.3992001249862369, 0.44903616700321436]",0.037139167019631714,19.509163417009404,,,,567290,001,2023-10-16_14h25.15.748,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,"[-0.39444444444444443, -0.39444444444444443, -0.39444444444444443, -0.39444444444444443]","[0.4066666666666667, 0.4066666666666667, 0.4066666666666667, 0.4066666666666667]","[0, 0, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.00027558300644159317, 0.05219541699625552, 0.10497516699251719, 0.1575822500162758]",0.03284400000120513,28.88846720798756,,,,567290,001,2023-10-16_14h25.15.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.496179250010755,,,567290,001,2023-10-16_14h25.15.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567290,001,2023-10-16_14h25.15.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.27130737499101,,567290,001,2023-10-16_14h25.15.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.79577533301199,567290,001,2023-10-16_14h25.15.748,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.4022222222222222, -0.4022222222222222, -0.4022222222222222, -0.4022222222222222, -0.4022222222222222, -0.4022222222222222, -0.4022222222222222]","[0.41888888888888887, 0.41888888888888887, 0.41888888888888887, 0.41888888888888887, 0.41888888888888887, 0.41888888888888887, 0.41888888888888887]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.0001788749941624701, 0.04933366700424813, 0.09851366700604558, 0.14728358399588615, 0.19585441699018702, 0.2456288340035826, 0.29525962501065806]",0.01727537502301857,66.05566725000972,,,,,,,,,,
